ConceptID	Active	FSN	USPreferredTerm
421326000	1	Disorder of nervous system due to type 2 diabetes mellitus (disorder)	Disorder of nervous system due to type 2 diabetes mellitus
421327009	1	Coronary artery stent thrombosis (disorder)	Coronary artery stent thrombosis
421335007	1	Warming blanket (physical object)	Warming blanket
421346005	1	3+ pitting edema (finding)	3+ pitting edema
421365002	1	Peripheral circulatory disorder due to type 1 diabetes mellitus (disorder)	Peripheral circulatory disorder due to type 1 diabetes mellitus
421437000	1	Hypoglycemic coma due to type 1 diabetes mellitus (disorder)	Hypoglycemic coma due to type 1 diabetes mellitus
421468001	1	Disorder of nervous system due to type 1 diabetes mellitus (disorder)	Disorder of nervous system due to type 1 diabetes mellitus
421591000	1	Spectacle lens (physical object)	Spectacle lens
421605005	1	2+ pitting edema (finding)	2+ pitting edema
421624008	1	Structure of axillary vein lymph node (body structure)	Structure of axillary vein lymph node
421631007	1	Gangrene due to type 2 diabetes mellitus (disorder)	Gangrene due to type 2 diabetes mellitus
421635003	1	Stereo fly testing (procedure)	Stereo fly testing
421640006	1	Confrontation visual field (observable entity)	Confrontation visual field
421704003	1	New York Heart Association Classification - Class II (finding)	New York Heart Association Classification - Class II
421728001	1	Anticoagulant prophylaxis (procedure)	Anticoagulant prophylaxis
421750000	1	Ketoacidosis due to type 2 diabetes mellitus (disorder)	Ketoacidosis due to type 2 diabetes mellitus
421776000	1	Product containing perhexiline (medicinal product)	Perhexiline-containing product
421807004	1	Gastrointestinal hypomotility (disorder)	Gastrointestinal hypomotility
421847006	1	Ketoacidotic coma due to type 2 diabetes mellitus (disorder)	Ketoacidotic coma due to type 2 diabetes mellitus
421861001	1	Structure of subclavian lymph node (body structure)	Structure of subclavian lymph node
421893009	1	Renal disorder due to type 1 diabetes mellitus (disorder)	Renal disorder due to type 1 diabetes mellitus
421895002	1	Peripheral vascular disorder due to diabetes mellitus (disorder)	Peripheral vascular disorder due to diabetes mellitus
421920002	1	Cataract of eye due to diabetes mellitus type 1 (disorder)	Cataract due to diabetes mellitus type 1
421921003	1	Cannabinoid (substance)	Cannabinoid
421961002	1	Hypersensitivity reaction (disorder)	Hypersensitivity reaction
421974008	1	Adjunct - intent (qualifier value)	Adjunct - intent
421986006	1	Persistent proteinuria due to type 2 diabetes mellitus (disorder)	Persistent proteinuria due to type 2 diabetes mellitus
421988007	1	Structure of external mammary lymph node (body structure)	Structure of external mammary lymph node
421997006	1	Entire internal mammary lymph node (body structure)	Entire internal mammary lymph node
422014003	1	Disorder due to type 2 diabetes mellitus (disorder)	Disorder due to type 2 diabetes mellitus
422034002	1	Retinopathy due to type 2 diabetes mellitus (disorder)	Retinopathy due to type 2 diabetes mellitus
422061002	1	Vitreous opacities (disorder)	Vitreous opacities
422065006	1	Constitutional short stature (disorder)	Constitutional short stature
422088007	1	Disorder of nervous system due to diabetes mellitus (disorder)	Disorder of nervous system due to diabetes mellitus
422099009	1	Disorder of eye due to type 2 diabetes mellitus (disorder)	Disorder of eye due to type 2 diabetes mellitus
422166005	1	Peripheral circulatory disorder due to type 2 diabetes mellitus (disorder)	Peripheral circulatory disorder due to type 2 diabetes mellitus
422181004	1	Antibiotic prophylaxis (procedure)	Antibiotic prophylaxis
422183001	1	Skin ulcer due to diabetes mellitus (disorder)	Skin ulcer due to diabetes mellitus
422228004	1	Multiple complications due to type 1 diabetes mellitus (disorder)	Multiple complications due to type 1 diabetes mellitus
422234006	1	Ophthalmologist (occupation)	Ophthalmologist
422256009	1	Counts fingers - distance vision (finding)	Counts fingers - distance vision
422275004	1	Gangrene due to diabetes mellitus (disorder)	Gangrene due to diabetes mellitus
422290000	1	Allergic disorder of skin (disorder)	Allergic disorder of skin
422293003	1	New York Heart Association Classification - Class IV (finding)	New York Heart Association Classification - Class IV
422329009	1	Hall's bilirubin stain (procedure)	Hall's bilirubin stain
422338006	1	Degenerative disorder of macula (disorder)	Degenerative disorder of macula
422376000	1	Abnormal respiratory laboratory results (finding)	Abnormal respiratory laboratory results
422379007	1	Lacks emotional nurturance (finding)	Lacks emotional nurturance
422400008	1	Vomiting (disorder)	Vomiting
422413002	1	Ability to store medications (observable entity)	Ability to store medications
422423006	1	Cultural barrier impedes ability to use community resources (finding)	Cultural barrier impedes ability to use community resources
422426003	1	Facial nerve disorder (disorder)	Facial nerve disorder
422448009	1	Reston ebolavirus (organism)	Reston ebolavirus
422454005	1	Unable to use communication device to communicate with community resources (finding)	Unable to use communication device to communicate with community resources
422461009	1	Dissatisfied with sexual relationship (finding)	Dissatisfied with sexual relationship
422470007	1	Adenolymphoma (disorder)	Adenolymphoma
422491004	1	Housing contains exposed wiring (finding)	Housing contains exposed wiring
422504002	1	Ischemic stroke (disorder)	Ischemic stroke
422517004	1	Inadequate interpersonal communication skills (finding)	Inadequate interpersonal communication skills
422533001	1	Activity of daily living needs assessment (procedure)	Activity of daily living needs assessment
422534007	1	Rafert-Long projection (qualifier value)	Rafert-Long projection
422540000	1	Product containing oxygen (15-O) butanol (medicinal product)	Oxygen (15-O) butanol-containing product
422566002	1	Inappropriately left alone (finding)	Inappropriately left alone
422568001	1	Moore projection (qualifier value)	Moore projection
422572002	1	Squamous cell carcinoma of chin (disorder)	Squamous cell carcinoma of chin
422576004	1	Decreased coordination (finding)	Decreased coordination
422587007	1	Nausea (finding)	Nausea
422588002	1	Aspiration pneumonia (disorder)	Aspiration pneumonia
422596007	1	Caregiver difficulty interpreting non-verbal communication (finding)	Caregiver difficulty interpreting non-verbal communication
422598008	1	Product containing fluoromisonidazole (18-F) (medicinal product)	Fluoromisonidazole (18-F)-containing product
422611005	1	Minimal outside social stimulation (finding)	Minimal outside social stimulation
422615001	1	Caregiver difficulty providing physical care (finding)	Caregiver difficulty providing physical care
422629000	1	Temperature of home environment (observable entity)	Temperature of home environment
422630005	1	Adequacy of exercise space (observable entity)	Adequacy of exercise space
422650009	1	Social isolation (finding)	Social isolation
422653006	1	Structure of permanent maxillary right central incisor tooth (body structure)	Structure of permanent maxillary right central incisor tooth
422670003	1	Apple projection (qualifier value)	Apple projection
422678005	1	Newborn activity of daily living needs assessment (procedure)	Newborn activity of daily living needs assessment
422685009	1	Cardiovascular stress test using the dipyridamole stress test protocol (procedure)	Cardiovascular stress test using the dipyridamole stress test protocol
422693009	1	Language barrier (observable entity)	Language barrier
422708002	1	Lacks adequate physical care (finding)	Lacks adequate physical care
422710000	1	Knowledge level: preconception health practices (observable entity)	Knowledge level: preconception health practices
422712008	1	Housing contains unsafe equipment (finding)	Housing contains unsafe equipment
422716006	1	Difficulty understanding community service provider role (finding)	Difficulty understanding community service provider role
422717002	1	Incongruent personal schedules (finding)	Incongruent personal schedules
422722002	1	Victim of violent environment (finding)	Victim of violent environment
422734005	1	Abusive caretaking (finding)	Abusive caretaking
422742006	1	Difficulty problem solving without conflict (finding)	Difficulty problem solving without conflict
422750002	1	Caregiver difficulty providing cognitive learning experiences (finding)	Caregiver difficulty providing cognitive learning experiences
422761005	1	Difficulty managing stress (finding)	Difficulty managing stress
422763008	1	Product containing fluoromethane (18-F) (medicinal product)	Fluoromethane (18-F)-containing product
422768004	1	Unresponsive (finding)	Unresponsive
422773005	1	Hemodynamic instability (finding)	Hemodynamic instability
422781006	1	Incongruent personal expectations (finding)	Incongruent personal expectations
422786001	1	Lacks emotional support (finding)	Lacks emotional support
422787005	1	Caregiver difficulty providing physical safety (finding)	Caregiver difficulty providing physical safety
422789008	1	Product containing copper (62-Cu) pyruvaldehyde-bis N-(4)-methyl-thiosemicarbazone (medicinal product)	Copper (62-Cu) pyruvaldehyde-bis N-(4)-methyl-thiosemicarbazone-containing product
422795009	1	Neer projection (qualifier value)	Neer projection
422821004	1	Details of laundry facilities (observable entity)	Details of laundry facilities
422834003	1	Respiratory assessment (procedure)	Respiratory assessment
422838000	1	Moral distress (finding)	Moral distress
422839008	1	Lake Victoria marburgvirus (organism)	Lake Victoria marburgvirus
422840005	1	Mass lesion of brain (finding)	Mass lesion of brain
422855001	1	Product containing copper (64-Cu) diacetyl-bis N-(4)-methylthiosemicarbazone (medicinal product)	Copper (64-Cu) diacetyl-bis N-(4)-methylthiosemicarbazone-containing product
422861003	1	Burman projection (qualifier value)	Burman projection
422868009	1	Unexplained weight loss (finding)	Unexplained weight loss
422883004	1	Housing contains unsafe appliance (finding)	Housing contains unsafe appliance
422886007	1	Olfactory neuroblastoma (disorder)	Olfactory neuroblastoma
422900000	1	Knowledge level: family planning (observable entity)	Knowledge level: family planning
422913006	1	Neglectful parenting (finding)	Neglectful parenting
422915004	1	Overbed trapeze device (physical object)	Overbed trapeze device
422923002	1	Inadequate community resources (finding)	Inadequate community resources
422930008	1	Spiritual beliefs conflicting with healthcare plan (finding)	Spiritual beliefs conflicting with healthcare plan
422934004	1	Copper-62 (substance)	Copper-62
422935003	1	Environment contains biological hazards (finding)	Environment contains biological hazards
422954003	1	Stryker projection (qualifier value)	Stryker projection
422972009	1	Advance diet as tolerated (regime/therapy)	Advance diet as tolerated
422975006	1	Product containing flumazenil (18-F) (medicinal product)	Flumazenil (18-F)-containing product
422980002	1	Product containing sodium iodide (124-I) (medicinal product)	Sodium iodide (124-I)-containing product
422981003	1	Incongruent personal values (finding)	Incongruent personal values
422996004	1	Wolf projection (qualifier value)	Wolf projection
423002004	1	Sexual value system confusion (finding)	Sexual value system confusion
423042009	1	Ivory Coast ebolavirus (organism)	Ivory Coast ebolavirus
423077009	1	Abnormal developmental screening (finding)	Abnormal developmental screening
423080005	1	Caregiver difficulty providing emotional nurturance (finding)	Caregiver difficulty providing emotional nurturance
423091003	1	Colcher-Sussman projection (qualifier value)	Colcher-Sussman projection
423098009	1	Steep stairs in house (finding)	Steep stairs in house
423110000	1	Adult activity of daily living needs assessment (procedure)	Adult activity of daily living needs assessment
423124001	1	Diminished judgement (finding)	Diminished judgement
423125000	1	Closed fracture of bone (disorder)	Closed fracture
423130001	1	Excessive pets (finding)	Excessive pets
423136007	1	Difficulty coping with grief responses (finding)	Difficulty coping with grief responses
423155007	1	Housing contains structural barriers to movement (finding)	Housing contains structural barriers to movement
423185002	1	Structure of permanent maxillary left lateral incisor tooth (body structure)	Structure of permanent maxillary left lateral incisor tooth
423192007	1	At risk for acute confusion (finding)	At risk for acute confusion
423203003	1	Maiden name (observable entity)	Maiden name
423217007	1	Delayed healthcare provision resulting in neglect (finding)	Delayed healthcare provision resulting in neglect
423226005	1	Tendinitis of finger (disorder)	Tendinitis of finger
423238001	1	Difficulty establishing relationships (finding)	Difficulty establishing relationships
423245001	1	At risk for compromised human dignity (finding)	At risk for compromised human dignity
423249007	1	Iodine (124-I) labeled monoclonal antibody (substance)	Iodine (124-I) labeled monoclonal antibody
423279000	1	Refractory migraine without aura (disorder)	Refractory migraine without aura
423284006	1	Squamous cell carcinoma of skin of neck (disorder)	Squamous cell carcinoma of skin of neck
423294001	1	Idiopathic hypereosinophilic syndrome (disorder)	Idiopathic hypereosinophilic syndrome
423303001	1	Difficulty hearing high frequency sounds (finding)	Difficulty hearing high frequency sounds
423315002	1	Limited social contact (finding)	Limited social contact
423320002	1	Caregiver difficulty providing healthcare (finding)	Caregiver difficulty providing healthcare
423331005	1	Structure of permanent mandibular left lateral incisor tooth (body structure)	Structure of permanent mandibular left lateral incisor tooth
423340009	1	Family lifestyle disruption status (observable entity)	Family lifestyle disruption status
423341008	1	Edema of optic disc (disorder)	Optic disc edema
423344000	1	Victim of harsh discipline (finding)	Victim of harsh discipline
423385005	1	Difficulty bonding with unborn baby (finding)	Difficulty bonding with unborn baby
423391007	1	Genital herpes simplex type 2 (disorder)	Genital herpes simplex type 2
423402005	1	Victim of consistent negative messages (finding)	Victim of consistent negative messages
423417009	1	Tendinitis of hand (disorder)	Tendinitis of hand
423446002	1	Involuntary role reversal (finding)	Involuntary role reversal
423449009	1	Pulmonary valve prosthesis (physical object)	Pulmonary valve prosthesis
423493009	1	Age at diagnosis (observable entity)	Age at diagnosis
423498000	1	Product containing gallium (68-Ga) ethylenediamine tetra-acetate (medicinal product)	Gallium (68-Ga) ethylenediamine tetra-acetate-containing product
423514004	1	Community resource details (observable entity)	Community resource details
423525008	1	Inadequate use of communication device to communicate with community resources (finding)	Inadequate use of communication device to communicate with community resources
423527000	1	Unsafe floor covering (finding)	Unsafe floor covering
423528005	1	Inadequate sewage disposal (finding)	Inadequate sewage disposal
423543007	1	Product containing carbon (11-C) flumazenil (medicinal product)	Carbon (11-C) flumazenil-containing product
423546004	1	Product containing fluorobenzothiazole (18-F) (medicinal product)	Fluorobenzothiazole (18-F)-containing product
423558004	1	Neurovascular assessment (procedure)	Neurovascular assessment
423562005	1	Lacks necessary supervision (finding)	Lacks necessary supervision
423564006	1	Provider instructions for treatment (procedure)	Provider instructions for treatment
423571001	1	Loses previous role (finding)	Loses previous role
423573003	1	Details of stairs in home (observable entity)	Details of stairs in home
423578007	1	Rhenium-188 (substance)	Rhenium-188
423590009	1	Clostridium difficile colitis (disorder)	Clostridium difficile colitis
423626003	1	Pediatric activity of daily living needs assessment (procedure)	Pediatric activity of daily living needs assessment
423633003	1	Midline cystocele (disorder)	Midline cystocele
423675002	1	Difficulty following postpartum exercise routine (finding)	Difficulty following postpartum exercise routine
423683008	1	Refractory migraine with aura (disorder)	Refractory migraine with aura
423700001	1	Squamous cell carcinoma of auricle of ear (disorder)	Squamous cell carcinoma of auricle of ear
423720000	1	Rafer projection (qualifier value)	Rafer projection
423730009	1	Inadequate laundry facilities (finding)	Inadequate laundry facilities
423745002	1	Details of environmental infestation (observable entity)	Details of environmental infestation
423754004	1	Difficulty with caretaking responsibilities (finding)	Difficulty with caretaking responsibilities
423764008	1	Potassium-38 (substance)	Potassium-38
423775007	1	Mother's maiden name (observable entity)	Mother's maiden name
423778009	1	Tenosynovitis of hand (disorder)	Tenosynovitis of hand
423797009	1	Inadequate healthcare provision (finding)	Inadequate healthcare
423798004	1	Lack of cooling in house (finding)	Lack of cooling in house
423810002	1	Tendinitis of wrist (disorder)	Tendinitis of wrist
423812005	1	Sarcoma of head and neck (disorder)	Sarcoma of head and neck
423824003	1	Housing structurally unsound (finding)	Housing structurally unsound
423827005	1	Endoscopy (procedure)	Endoscopy
423849004	1	Iliotibial band friction syndrome (disorder)	Iliotibial band friction syndrome
423858006	1	Scald of skin (disorder)	Scald of skin
423859003	1	Crowded living space (finding)	Crowded living space
423874001	1	Assumes new role (finding)	Assumes new role
423875000	1	Deficient knowledge of family planning methods (finding)	Deficient knowledge of family planning methods
423893004	1	Pain following sexual intercourse (finding)	Pain following sexual intercourse
423902002	1	Purpura (finding)	Purpura
423926000	1	Skyros pony breed (organism)	Skyros pony
423937004	1	Structure of permanent mandibular right lateral incisor tooth (body structure)	Structure of permanent mandibular right lateral incisor tooth
423949003	1	At risk for environmental contamination (finding)	At risk for environmental contamination
423961006	1	Unsafe storage of dangerous objects (finding)	Unsafe storage of dangerous objects
423973006	1	Carcinoma of uterine cervix, invasive (disorder)	Carcinoma of uterine cervix, invasive
424009001	1	Fears delivery procedure (finding)	Fears delivery procedure
424037008	1	Difficulty following prenatal exercise routine (finding)	Difficulty following prenatal exercise routine
424040008	1	Psychological pseudocyesis (finding)	Psychological pseudocyesis
424045003	1	Myocardial bridge of coronary artery (disorder)	Myocardial bridge of coronary artery
424064009	1	Cardiovascular stress test using pharmacologic stress agent (procedure)	Cardiovascular stress test using pharmacologic stress agent
424067002	1	Genitourinary assessment (procedure)	Genitourinary assessment
424079002	1	Technetium-94m (substance)	Technetium-94m
424086005	1	Hirtz Modification projection (qualifier value)	Hirtz Modification projection
424092004	1	Questionable explanation of injury (finding)	Questionable explanation of injury
424099008	1	Hepatic coma due to acute hepatitis B (disorder)	Hepatic coma due to acute hepatitis B
424111008	1	Pindos pony breed (organism)	Pindos pony
424116003	1	Sudan ebolavirus (organism)	Sudan ebolavirus
424118002	1	Technetium (99m-Tc) tetrofosmin (substance)	Technetium (99m-Tc) tetrofosmin
424124008	1	Sudden onset AND/OR short duration (qualifier value)	Sudden onset AND/OR short duration
424131007	1	Easy bruising (finding)	Easy bruising
424144002	1	Current chronological age (observable entity)	Current chronological age
424145001	1	Difficulty expressing intimacy (finding)	Difficulty expressing intimacy
424160003	1	Unsafe storage of dangerous substances (finding)	Unsafe storage of dangerous substances
424166009	1	Dissatisfaction with caretaking responsibilities (finding)	Dissatisfaction with caretaking responsibilities
424175006	1	Nontraumatic rotator cuff tear (disorder)	Nontraumatic rotator cuff tear
424181003	1	Inadequate treatment plan (finding)	Inadequate treatment plan
424196004	1	Feeling nervous (finding)	Feeling nervous
424206003	1	Genus Ebolavirus (organism)	Ebolavirus
424225000	1	Cardiovascular stress test using the dobutamine stress test protocol (procedure)	Cardiovascular stress test using the dobutamine stress test protocol
424283009	1	Disrupted spiritual rituals (finding)	Disrupted spiritual rituals
424294008	1	Delayed hypersensitivity skin test for tuberculin purified protein derivative (procedure)	Delayed hypersensitivity skin test for tuberculin PPD
424299003	1	Technetium (99m-Tc) sestamibi (substance)	Technetium (99m-Tc) sestamibi
424300006	1	Minimal shared activities (finding)	Minimal shared activities
424318009	1	Technetium (99m-Tc) teboroxime (substance)	Technetium (99m-Tc) teboroxime
424340000	1	Hepatic coma due to chronic hepatitis B (disorder)	Hepatic coma due to chronic hepatitis B
424348007	1	Difficulty seeing distant objects (finding)	Difficulty seeing distant objects
424361007	1	Using substance (attribute)	Using substance
424363005	1	Improper storage of medication (finding)	Improper storage of medication
424364004	1	Dissatisfaction with parenting responsibilities (finding)	Dissatisfaction with parenting responsibilities
424379006	1	Inadequate maintenance of developmental tasks (finding)	Inadequate maintenance of developmental tasks
424391002	1	Hertel exophthalmometry measurement (observable entity)	Hertel exophthalmometry measurement
424399000	1	Structure of permanent maxillary left central incisor tooth (body structure)	Structure of permanent maxillary left central incisor tooth
424413001	1	Sarcoma (disorder)	Sarcoma
424415008	1	Dirty living conditions (finding)	Dirty living conditions
424421007	1	Genus Marburgvirus (organism)	Genus Marburgvirus
424423005	1	Language barrier impedes ability to use community resources (finding)	Language barrier impedes ability to use community resources
424444005	1	Cardiovascular stress test using the adenosine stress test protocol (procedure)	Cardiovascular stress test using the adenosine stress test protocol
424445006	1	Difficulty with dressing upper body (finding)	Difficulty with dressing upper body
424461008	1	Behavior change due to substance use (finding)	Behavior change due to substance use
424465004	1	Obstructed means of residential exit (finding)	Obstructed means of residential exit
424466003	1	Water supply insufficient (finding)	Water supply insufficient
424471005	1	Details of water supply (observable entity)	Details of water supply
424474002	1	Difficulty coping with postpartum changes (finding)	Difficulty coping with postpartum changes
424483007	1	Transportation details (observable entity)	Transportation details
424492005	1	Itch of skin (observable entity)	Itch of skin
424509006	1	Victim of excessive discipline (finding)	Victim of excessive discipline
424525001	1	Antenatal care (regime/therapy)	Antenatal care
424527009	1	Difficulty seeing close objects (finding)	Difficulty seeing close objects
424533000	1	Difficulty performing laundry activities (finding)	Difficulty performing laundry activities
424537004	1	Deficient knowledge of preconception health practices (finding)	Deficient knowledge of preconception health practices
424553001	1	Uninsured medical expenses (finding)	Uninsured medical expenses
424568000	1	Fibroma (disorder)	Fibroma
424570009	1	Product containing indium (111-In) oxine (medicinal product)	Indium (111-In) oxine-containing product
424573006	1	Difficulty maintaining relationships (finding)	Difficulty maintaining relationships
424575004	1	Structure of permanent mandibular right central incisor tooth (body structure)	Structure of permanent mandibular right central incisor tooth
424582000	1	Stress overload (finding)	Stress overload
424587006	1	Received childhood special education (finding)	Received childhood special education
424619006	1	Prenatal visit (regime/therapy)	Prenatal visit
424622008	1	Potential acuity meter visual acuity (observable entity)	Potential acuity meter visual acuity
424629004	1	Transportation barrier impedes ability to use community resources (finding)	Transportation barrier impedes ability to use community resources
424647005	1	Cramp in limb (finding)	Cramp in limb
424648000	1	Closed fracture of base of fifth metatarsal bone (disorder)	Closed fracture of base of fifth metatarsal bone
424649008	1	Details of environmental odor (observable entity)	Details of environmental odor
424655003	1	Eraso Modification projection (qualifier value)	Eraso Modification projection
424661000	1	Cluttered living space (finding)	Cluttered living space
424699007	1	Migraine variants, not intractable (disorder)	Migraine variants, not intractable
424704004	1	Improper feeding schedule for age (finding)	Improper feeding schedule for age
424705003	1	Bison bison X Simmental hybrid cattle breed (organism)	Bison bison X Simmental hybrid cattle breed
424708001	1	Product containing fluorethyltyrosine (18-F) (medicinal product)	Fluorethyltyrosine (18-F)-containing product
424723006	1	Difficulty hearing speech in large group setting (finding)	Difficulty hearing speech in large group setting
424736006	1	Peripheral neuropathy due to diabetes mellitus (disorder)	Diabetic peripheral neuropathy
424739004	1	Income sufficient to buy only necessities (finding)	Income sufficient to buy only necessities
424742005	1	Inappropriate behavior for age (finding)	Inappropriate behavior for age
424746008	1	Unable to communicate concern to community service provider (finding)	Unable to communicate concern to community service provider
424753004	1	Dietary management education, guidance, and counseling (procedure)	Dietary management education, guidance, and counseling
424759000	1	Neglectful caretaking (finding)	Neglectful caretaking
424771006	1	Insufficient means of residential exit (finding)	Insufficient means of residential exit
424789007	1	Product containing carbon (11-C) mespiperone (medicinal product)	Carbon (11-C) mespiperone-containing product
424802006	1	Angiodysplasia of stomach (disorder)	Angiodysplasia of stomach
424805008	1	Exercise above recommended level (finding)	Exercise above recommended level
424811006	1	Danelius-Miller projection (qualifier value)	Danelius-Miller projection
424812004	1	Reason for scheduled ambulance service (observable entity)	Reason for scheduled ambulance service
424818000	1	Temperature change at anatomical site (finding)	Temperature change at anatomical site
424823000	1	Expresses spiritual concerns (finding)	Expresses spiritual concerns
424826008	1	Unrealistic expectations regarding growth and development (finding)	Unrealistic expectations regarding growth and development
424838004	1	Community health status: crime rate (observable entity)	Community health status: crime rate
424848002	1	Recreational drug user (finding)	Recreational drug user
424850005	1	Age at first symptom (observable entity)	Age at first symptom
424860001	1	Low income (finding)	Low income
424875009	1	Oxygen-14 (substance)	Oxygen-14
424877001	1	Structure of permanent maxillary right lateral incisor tooth (body structure)	Structure of permanent maxillary right lateral incisor tooth
424890008	1	Unbalanced diet (finding)	Unbalanced diet
424896002	1	Difficulty with parenting responsibilities (finding)	Difficulty with parenting responsibilities
424920003	1	Inadequate system for taking medication (finding)	Inadequate system for taking medication
424921004	1	Permanent cardiac pacemaker, device (physical object)	Permanent cardiac pacemaker, device
424928005	1	Dietary management surveillance (regime/therapy)	Dietary management surveillance
424948003	1	Obstructed means of residential entrance (finding)	Obstructed means of residential entrance
424952003	1	Sarcoma of soft tissue (disorder)	Sarcoma of soft tissue
424959007	1	Foreign body of neck (disorder)	Foreign body of neck
424962005	1	Fisk projection (qualifier value)	Fisk projection
424966008	1	Patient - email address (observable entity)	Patient - email address
424979004	1	Laryngeal mask airway insertion (procedure)	Laryngeal mask airway insertion
424994000	1	Educational barrier impedes ability to use community resources (finding)	Educational barrier impedes ability to use community resources
425001009	1	Reason for unscheduled ambulance service (observable entity)	Reason for unscheduled ambulance service
425007008	1	Migraine without aura, not refractory (disorder)	Migraine without aura, not refractory
425011002	1	Allergic fungal sinusitis (disorder)	Allergic fungal sinusitis
425012009	1	Sewage disposal (observable entity)	Sewage disposal
425014005	1	Substance use education (procedure)	Substance use education
425017003	1	Inadequate residential safety device (finding)	Inadequate residential safety device
425022003	1	Inadequate social support (finding)	Inadequate social support
425030002	1	Kite projection (qualifier value)	Kite projection
425035007	1	Robert projection (qualifier value)	Robert projection
425039001	1	Adequacy of play space (observable entity)	Adequacy of play space
425042007	1	Rosenberg projection (qualifier value)	Rosenberg projection
425075004	1	Does bruise easily (situation)	Bruises easily
425091001	1	Difficulty hearing normal speech tones (finding)	Difficulty hearing normal speech tones
425092008	1	Zaire virus (organism)	Zaire virus
425106001	1	Structure of permanent mandibular left central incisor tooth (body structure)	Structure of permanent mandibular left central incisor tooth
425118005	1	American draft pony breed (organism)	American draft pony
425123005	1	Respiratory therapy surveillance (regime/therapy)	Respiratory therapy surveillance
425129009	1	Caregiver difficulty interpreting verbal communication (finding)	Caregiver difficulty interpreting verbal communication
425131000	1	Nervous tension (finding)	Nervous tension
425141002	1	Brightness acuity testing visual acuity (observable entity)	Brightness acuity testing visual acuity
425149000	1	Characteristics of animals in environment (observable entity)	Characteristics of animals in environment
425157002	1	Folio projection (qualifier value)	Folio projection
425181009	1	Bison bison X Bos taurus hybrid (organism)	Bison bison X Bos taurus hybrid
425183007	1	No one at home to receive patient (finding)	No one at home to receive patient
425188003	1	Garth projection (qualifier value)	Garth projection
425195007	1	Lack of alternative communication skill: gestures (finding)	Lack of alternative communication skill: gestures
425196008	1	Insertion of peripherally inserted central catheter (procedure)	Insertion of peripherally inserted central catheter
425203001	1	Presence of lead-based paint (finding)	Presence of lead-based paint
425205008	1	Unsafe stairs in house (finding)	Unsafe stairs in house
425209002	1	Unfamiliar with process for obtaining community services (finding)	Unfamiliar with process for obtaining community services
425236000	1	Product containing fluorouracil (18-F) (medicinal product)	Fluorouracil (18-F)-containing product
425244000	1	Decreased skin turgor (finding)	Decreased skin turgor
425253007	1	Draft pony superbreed (organism)	Draft pony
425266007	1	Use of health care provider for social contact (finding)	Use of health care provider for social contact
425275009	1	Abusive parenting (finding)	Abusive parenting
425296002	1	Dissatisfaction with community resource services (finding)	Dissatisfaction with community resource services
425301002	1	Inadequate achievement of developmental tasks (finding)	Inadequate achievement of developmental tasks
425305006	1	Difficulty recognizing consequences of sexual behavior (finding)	Difficulty recognizing consequences of sexual behavior
425315000	1	Cardiac assessment (procedure)	Cardiac assessment
425322008	1	Stab wound (disorder)	Stab wound
425326006	1	Insufficient means of residential entrance (finding)	Insufficient means of residential entrance
425333006	1	Myeloproliferative disorder (disorder)	Myeloproliferative disorder
425353005	1	Difficulty with dressing lower body (finding)	Difficulty with dressing lower body
425359009	1	Blunt injury (disorder)	Blunt injury
425364008	1	Copper-60 (substance)	Copper-60
425369003	1	Chronic progressive renal failure (disorder)	Chronic progressive renal failure
425383001	1	Disrupted spiritual trust (finding)	Disrupted spiritual trust
425390006	1	Dementia associated with Parkinson's Disease (disorder)	Dementia associated with Parkinson's Disease
425395001	1	Active living will (finding)	Active living will
425400000	1	Toxic exposure status (observable entity)	Toxic exposure status
425415004	1	Rubella virus genotype 1B (organism)	Rubella virus genotype 1B
425423002	1	Pain provoked by movement (finding)	Pain provoked by movement
425435003	1	Implantation of cardioverter defibrillator with one electrode lead (procedure)	Implantation of cardioverter defibrillator with one electrode lead
425492002	1	Generalized dystonia (disorder)	Generalized dystonia
425500002	1	Secondary progressive multiple sclerosis (disorder)	Secondary progressive multiple sclerosis
425513008	1	Transfusion of leucoreduced red blood cells (procedure)	Transfusion of leucoreduced red blood cells
425524005	1	Transfusion antithrombin III factor (procedure)	Transfusion antithrombin III factor
425528008	1	Sexual dysfunction caused by substance (finding)	Sexual dysfunction due to substance
425596001	1	Spastic neurogenic bladder (finding)	Spastic neurogenic bladder
425615007	1	Chronic atrial flutter (disorder)	Chronic atrial flutter
425620007	1	Metal (substance)	Metal
425644009	1	Intrauterine insemination with controlled ovarian hyperstimulation using donor sperm (procedure)	Intrauterine insemination with controlled ovarian hyperstimulation using donor sperm
425647002	1	Structure of surface of bone (body structure)	Structure of surface of bone
425653002	1	Ready for enhanced urinary elimination (finding)	Ready for enhanced urinary elimination
425671009	1	Neurogenic bowel (disorder)	Neurogenic bowel
425684000	1	Measles virus genotype G3 (organism)	Measles virus genotype G3
425686003	1	Cared for by spouse (finding)	Cared for by spouse
425687007	1	Spina bifida aperta of cervical spine (disorder)	Spina bifida aperta of cervical spine
425691002	1	Consent given for electronic record sharing (finding)	Consent given for electronic record sharing
425704008	1	Power doppler ultrasound (qualifier value)	Power doppler ultrasound
425726009	1	Ready for enhanced individual coping (finding)	Ready for enhanced individual coping
425771001	1	Enlarging abdominal aortic aneurysm (disorder)	Enlarging abdominal aortic aneurysm
