link_to_code,created_on,shortname,long_common_name,component,prop,time,system,scale,method,loinc
https://loinc.org/94281-3,2020-01-30,Dog (rCan f) 6 IgE RAST Ql,Dog recombinant 6 IgE Ab RAST class [Presence] in Serum,Dog recombinant (rCan f) 6 Ab.IgE.RAST class,PrThr,Pt,Ser,Ord,,94281-3
https://loinc.org/94295-3,2020-01-30,DULoxetine SerPl Ql Scn,DULoxetine [Presence] in Serum or Plasma by Screen method,Duloxetine,PrThr,Pt,Ser/Plas,Ord,Screen,94295-3
https://loinc.org/94291-2,2020-01-30,OH-buPROPion SerPl Ql Scn,Hydroxybupropion [Presence] in Serum or Plasma by Screen method,Hydroxybupropion,PrThr,Pt,Ser/Plas,Ord,Screen,94291-2
https://loinc.org/94288-8,2020-01-30,LGI1 IgG CSF Ql CBA IFA,Leucine-rich glioma-inactivated protein 1 IgG Ab [Presence] in Cerebral spinal fluid by Cell binding assay immunofluorescent assay,Leucine-rich glioma-inactivated protein 1 Ab.IgG,PrThr,Pt,CSF,Ord,CBA IFA,94288-8
https://loinc.org/94287-0,2020-01-30,LGI1 IgG Ser Ql CBA IFA,Leucine-rich glioma-inactivated protein 1 IgG Ab [Presence] in Serum by Cell binding assay immunofluorescent assay,Leucine-rich glioma-inactivated protein 1 Ab.IgG,PrThr,Pt,Ser,Ord,CBA IFA,94287-0
https://loinc.org/94273-0,2020-01-30,MuSK IgG Ser IA-sCnc,Muscle specific receptor tyrosine kinase IgG Ab [Moles/volume] in Serum by Immunoassay,Muscle specific receptor tyrosine kinase Ab.IgG,SCnc,Pt,Ser,Qn,IA,94273-0
https://loinc.org/94294-6,2020-01-30,Norcitalopram SerPl Ql Scn,Norcitalopram [Presence] in Serum or Plasma by Screen method,Norcitalopram,PrThr,Pt,Ser/Plas,Ord,Screen,94294-6
https://loinc.org/94296-1,2020-01-30,Norfluvoxamine SerPl Ql Scn,Norfluvoxamine [Presence] in Serum or Plasma by Screen method,Norfluvoxamine,PrThr,Pt,Ser/Plas,Ord,Screen,94296-1
https://loinc.org/94297-9,2020-01-30,Norfluvoxamine SerPl Cfm-mCnc,Norfluvoxamine [Mass/volume] in Serum or Plasma by Confirmatory method,Norfluvoxamine,MCnc,Pt,Ser/Plas,Qn,Confirm,94297-9
https://loinc.org/94298-7,2020-01-30,ODV SerPl Ql Scn,Norvenlafaxine [Presence] in Serum or Plasma by Screen method,Norvenlafaxine,PrThr,Pt,Ser/Plas,Ord,Screen,94298-7
https://loinc.org/94269-8,2020-01-30,PA Epineph 50 umol/L PRP,Platelet aggregation EPINEPHrine induced in Platelet rich plasma --50 umol/L,Platelet aggregation.EPINEPHrine induced^50 umol/L,RelACnc,Pt,PRP,Qn,,94269-8
https://loinc.org/94272-2,2020-01-30,PCA-1 IgG CSF Ql Line blot,PCA-1 IgG Ab [Presence] in Cerebral spinal fluid by Line blot,Purkinje cell cytoplasmic type 1 Ab.IgG,PrThr,Pt,CSF,Ord,Line blot,94272-2
https://loinc.org/94271-4,2020-01-30,PCA-1 IgG Ser Ql Line blot,PCA-1 IgG Ab [Presence] in Serum by Line blot,Purkinje cell cytoplasmic type 1 Ab.IgG,PrThr,Pt,Ser,Ord,Line blot,94271-4
https://loinc.org/94290-4,2020-01-30,SLEV Ab XXX Ql Nt,Saint Louis encephalitis virus Ab [Presence] in Unspecified specimen by Neutralization test,Saint Louis encephalitis virus Ab,PrThr,Pt,XXX,Ord,Neut,94290-4
https://loinc.org/94270-6,2020-01-30,Ubiquinone10 WBC-sCnt,Coenzyme Q10 [Moles/mass] in Leukocytes,Ubiquinone 10,SCnt,Pt,WBC,Qn,,94270-6
https://loinc.org/94300-1,2020-01-30,Vilaz SerPl Cfm-mCnc,Vilazodone [Mass/volume] in Serum or Plasma by Confirmatory method,Vilazodone,MCnc,Pt,Ser/Plas,Qn,Confirm,94300-1
https://loinc.org/94299-5,2020-01-30,Vilaz SerPl Ql Scn,Vilazodone [Presence] in Serum or Plasma by Screen method,Vilazodone,PrThr,Pt,Ser/Plas,Ord,Screen,94299-5
https://loinc.org/94302-7,2020-01-30,Vortioxetine SerPl Cfm-mCnc,Vortioxetine [Mass/volume] in Serum or Plasma by Confirmatory method,Vortioxetine,MCnc,Pt,Ser/Plas,Qn,Confirm,94302-7
https://loinc.org/94301-9,2020-01-30,Vortioxetine SerPl Ql Scn,Vortioxetine [Presence] in Serum or Plasma by Screen method,Vortioxetine,PrThr,Pt,Ser/Plas,Ord,Screen,94301-9
https://loinc.org/94289-6,2020-01-30,WNV Ab XXX Ql Nt,West Nile virus Ab [Presence] in Unspecified specimen by Neutralization test,West Nile virus Ab,PrThr,Pt,XXX,Ord,Neut,94289-6
https://loinc.org/94266-4,2020-01-29,CD11a + CD11b + CD18 Pnl Bld,"CD11a, CD11b, and CD18 phenotyping panel - Blood Qualitative",CD11a & CD11b & CD18 phenotyping panel,-,Pt,Bld,Ord,,94266-4
https://loinc.org/94268-0,2020-01-29,CD11a Cells Bld Ql,CD11a cells [Presence] in Blood,Cells.CD11a,PrThr,Pt,Bld,Ord,,94268-0
https://loinc.org/94267-2,2020-01-29,CD11b Cells Bld Ql,CD11b cells [Presence] in Blood,Cells.CD11b,PrThr,Pt,Bld,Ord,,94267-2
https://loinc.org/94265-6,2020-01-29,CD18 Cells Bld Ql,CD18 cells [Presence] in Blood,Cells.CD18,PrThr,Pt,Bld,Ord,,94265-6
https://loinc.org/94264-9,2020-01-28,Brucella Ab Titr CSF Capture aggl,Brucella sp Ab [Titer] in Cerebral spinal fluid by Immunocapture agglutination,Brucella sp ab,Titr,Pt,CSF,Qn,Aggl.capture,94264-9
https://loinc.org/94250-8,2020-01-27,B burgdorferi oppA2 XXX Ql NAA+non-probe,Borrelia burgdorferi oppA2 gene [Presence] in Unspecified specimen by NAA with non-probe detection,Borrelia burgdorferi oppA2 gene,PrThr,Pt,XXX,Ord,Non-probe.amp.tar,94250-8
https://loinc.org/94247-4,2020-01-27,B burgdorferi oppA2 Bld Ql NAA+non-probe,Borrelia burgdorferi oppA2 gene [Presence] in Blood by NAA with non-probe detection,Borrelia burgdorferi oppA2 gene,PrThr,Pt,Bld,Ord,Non-probe.amp.tar,94247-4
https://loinc.org/94249-0,2020-01-27,B gar+afz oppA2 Bld Ql NAA+non-probe,Borrelia garinii+afzelii oppA2 gene [Presence] in Blood by NAA with non-probe detection,Borrelia garinii+afzelii oppA2 gene,PrThr,Pt,Bld,Ord,Non-probe.amp.tar,94249-0
https://loinc.org/94252-4,2020-01-27,B gar+afz oppA2 XXX Ql NAA+non-probe,Borrelia garinii+afzelii oppA2 gene [Presence] in Unspecified specimen by NAA with non-probe detection,Borrelia garinii+afzelii oppA2 gene,PrThr,Pt,XXX,Ord,Non-probe.amp.tar,94252-4
https://loinc.org/94248-2,2020-01-27,B mayonii oppA2 Bld Ql NAA+non-probe,Borrelia mayonii oppA2 gene [Presence] in Blood by NAA with non-probe detection,Borrelia mayonii oppA2 gene,PrThr,Pt,Bld,Ord,Non-probe.amp.tar,94248-2
https://loinc.org/94251-6,2020-01-27,B mayonii oppA2 XXX Ql NAA+non-probe,Borrelia mayonii oppA2 gene [Presence] in Unspecified specimen by NAA with non-probe detection,Borrelia mayonii oppA2 gene,PrThr,Pt,XXX,Ord,Non-probe.amp.tar,94251-6
https://loinc.org/94253-2,2020-01-27,B sp panel XXX NAA+non-probe,Borrelia sp panel - Unspecified specimen by NAA with non-probe detection,Borrelia sp panel,-,Pt,XXX,-,Non-probe.amp.tar,94253-2
https://loinc.org/94255-7,2020-01-27,Calcium Sweat-mCnc,Calcium [Mass/volume] in Sweat,Calcium,MCnc,Pt,Sweat,Qn,,94255-7
https://loinc.org/94256-5,2020-01-27,Magnesium Sweat-mCnc,Magnesium [Mass/volume] in Sweat,Magnesium,MCnc,Pt,Sweat,Qn,,94256-5
https://loinc.org/94257-3,2020-01-27,,PROMIS pediatric - global health 7 - version 1.0,PROMIS pediatric - global health 7 - version 1.0,-,Pt,^Patient,-,PROMIS.PEDS,94257-3
https://loinc.org/94258-1,2020-01-27,,PROMIS pediatric - global health 7 - version 1.0 raw score,PROMIS pediatric - global health 7 - version 1.0 raw score,Score,Pt,^Patient,Qn,PROMIS.PEDS,94258-1
https://loinc.org/94263-1,2020-01-27,,PROMIS pediatric - global health 7 - version 1.0 T-score,PROMIS pediatric - global health 7 - version 1.0 T-score,Tscore,Pt,^Patient,Qn,PROMIS.PEDS,94263-1
https://loinc.org/94227-6,2020-01-22,AGXT gene Del+Dup + Full Mut Anl Bld/T,AGXT gene deletion+duplication and full mutation analysis in Blood or Tissue by Molecular genetics method,AGXT gene deletion+duplication & full mutation analysis,Find,Pt,Bld/Tiss,Doc,Molgen,94227-6
https://loinc.org/94188-0,2020-01-22,APC gene Del+Dup + Full Mut Anl Bld/T,APC gene deletion+duplication and full mutation analysis in Blood or Tissue by Molecular genetics method,APC gene deletion+duplication & full mutation analysis,Find,Pt,Bld/Tiss,Doc,Molgen,94188-0
https://loinc.org/94189-8,2020-01-22,APOA2 Full Mut Anl Bld/T Seq,APOA2 gene full mutation analysis in Blood or Tissue by Sequencing,APOA2 gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,94189-8
https://loinc.org/94210-2,2020-01-22,ARSB Full Mut Anl Bld/T Seq,ARSB gene full mutation analysis in Blood or Tissue by Sequencing,ARSB gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,94210-2
https://loinc.org/94185-6,2020-01-22,B miyamotoi glpQ XXX Ql NAA+probe,Borrelia miyamotoi glpQ gene [Presence] in Unspecified specimen by NAA with probe detection,Borrelia miyamotoi glpQ gene,PrThr,Pt,XXX,Ord,Probe.amp.tar,94185-6
https://loinc.org/94190-6,2020-01-22,BPGM Full Mut Anl Bld/T Seq,BPGM gene full mutation analysis in Blood or Tissue by Sequencing,BPGM gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,94190-6
https://loinc.org/94191-4,2020-01-22,BRCA1+BRCA2 Del+Dup + Full Mut Anl Bld/T,BRCA1+BRCA2 gene deletion+duplication and full mutation analysis in Blood or Tissue by Molecular genetics method,BRCA1+BRCA2 gene deletion+duplication & full mutation analysis,Find,Pt,Bld/Tiss,Doc,Molgen,94191-4
https://loinc.org/94242-5,2020-01-22,BTD gene Full Mut Anl Bld/T Seq,BTD gene full mutation analysis in Blood or Tissue by Sequencing,BTD gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,94242-5
https://loinc.org/94241-7,2020-01-22,BTK gene Full Mut Anl Bld/T Seq,BTK gene full mutation analysis in Blood or Tissue by Sequencing,BTK gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,94241-7
https://loinc.org/94240-9,2020-01-22,CDH1 gene Del+Dup + Full Mut Anl Bld/T,CDH1 gene deletion+duplication and full mutation analysis in Blood or Tissue by Molecular genetics method,CDH1 gene deletion+duplication & full mutation analysis,Find,Pt,Bld/Tiss,Doc,Molgen,94240-9
https://loinc.org/94193-0,2020-01-22,CDKN1C Full Mut Anl Bld/T Seq,CDKN1C gene full mutation analysis in Blood or Tissue by Sequencing,CDKN1C gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,94193-0
https://loinc.org/94194-8,2020-01-22,CPOX Full Mut Anl Bld/T Seq,CPOX gene full mutation analysis in Blood or Tissue by Sequencing,CPOX gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,94194-8
https://loinc.org/94195-5,2020-01-22,CPT2 gene Full Mut Anl Bld/T Seq,CPT2 gene full mutation analysis in Blood or Tissue by Sequencing,CPT2 gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,94195-5
https://loinc.org/94196-3,2020-01-22,CTRC Full Mut Anl Bld/T Seq,CTRC gene full mutation analysis in Blood or Tissue by Sequencing,CTRC gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,94196-3
https://loinc.org/94197-1,2020-01-22,CYP21A2 Del+Dup + Full Mut Anl Bld/T,CYP21A2 gene deletion+duplication and full mutation analysis in Blood or Tissue by Molecular genetics method,CYP21A2 gene deletion+duplication & full mutation analysis,Find,Pt,Bld/Tiss,Doc,Molgen,94197-1
https://loinc.org/94198-9,2020-01-22,DPYD gene Full Mut Anl Bld/T Seq,DPYD gene full mutation analysis in Blood or Tissue by Sequencing,DPYD gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,94198-9
https://loinc.org/94239-1,2020-01-22,F11 Full Mut Anl Bld/T Seq,F11 gene full mutation analysis in Blood or Tissue by Sequencing,F11 gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,94239-1
https://loinc.org/94238-3,2020-01-22,F12 gene Full Mut Anl Bld/T Seq,F12 gene full mutation analysis in Blood or Tissue by Sequencing,F12 gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,94238-3
https://loinc.org/94237-5,2020-01-22,F2 gene Full Mut Anl Bld/T Seq,F2 gene full mutation analysis in Blood or Tissue by Sequencing,F2 gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,94237-5
https://loinc.org/94236-7,2020-01-22,F5 gene Full Mut Anl Bld/T Seq,F5 gene full mutation analysis in Blood or Tissue by Sequencing,F5 gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,94236-7
https://loinc.org/94235-9,2020-01-22,F7 gene Full Mut Anl Bld/T Seq,F7 gene full mutation analysis in Blood or Tissue by Sequencing,F7 gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,94235-9
https://loinc.org/94234-2,2020-01-22,F8 gene Full Mut Anl Bld/T Seq,F8 gene full mutation analysis in Blood or Tissue by Sequencing,F8 gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,94234-2
https://loinc.org/94233-4,2020-01-22,FECH gene Full Mut Anl Bld/T Seq,FECH gene full mutation analysis in Blood or Tissue by Sequencing,FECH gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,94233-4
https://loinc.org/94199-7,2020-01-22,FGA Full Mut Anl Bld/T Seq,FGA gene full mutation analysis in Blood or Tissue by Sequencing,FGA gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,94199-7
https://loinc.org/94232-6,2020-01-22,FLCN gene Del+Dup + Full Mut Anl Bld/T,FLCN gene deletion+duplication and full mutation analysis in Blood or Tissue by Molecular genetics method,FLCN gene deletion+duplication & full mutation analysis,Find,Pt,Bld/Tiss,Doc,Molgen,94232-6
https://loinc.org/94200-3,2020-01-22,FTCD Full Mut Anl Bld/T Seq,FTCD gene full mutation analysis in Blood or Tissue by Sequencing,FTCD gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,94200-3
https://loinc.org/94231-8,2020-01-22,G6PD gene Full Mut Anl Bld/T Seq,G6PD gene full mutation analysis in Blood or Tissue by Sequencing,G6PD gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,94231-8
https://loinc.org/94230-0,2020-01-22,GBA gene Full Mut Anl Bld/T Seq,GBA gene full mutation analysis in Blood or Tissue by Sequencing,GBA gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,94230-0
https://loinc.org/94201-1,2020-01-22,GNPTAB Full Mut Anl Bld/T Seq,GNPTAB gene full mutation analysis in Blood or Tissue by Sequencing,GNPTAB gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,94201-1
https://loinc.org/94202-9,2020-01-22,GRHPR Del+Dup + Full Mut Anl Bld/T,GRHPR gene deletion+duplication and full mutation analysis in Blood or Tissue by Molecular genetics method,GRHPR gene deletion+duplication & full mutation analysis,Find,Pt,Bld/Tiss,Doc,Molgen,94202-9
https://loinc.org/94203-7,2020-01-22,GSN Full Mut Anl Bld/T Seq,GSN gene full mutation analysis in Blood or Tissue by Sequencing,GSN gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,94203-7
https://loinc.org/94183-1,2020-01-22,HRTV RNA XXX Ql NAA+probe,Heartland banyangvirus RNA [Presence] in Unspecified specimen by NAA with probe detection,Heartland banyangvirus RNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,94183-1
https://loinc.org/94204-5,2020-01-22,HMBS Full Mut Anl Bld/T Seq,HMBS gene full mutation analysis in Blood or Tissue by Sequencing,HMBS gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,94204-5
https://loinc.org/94205-2,2020-01-22,LYZ Full Mut Anl Bld/T Seq,LYZ gene full mutation analysis in Blood or Tissue by Sequencing,LYZ gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,94205-2
https://loinc.org/94229-2,2020-01-22,MECP2 gene Del+Dup + Full Mut Anl Bld/T,MECP2 gene deletion+duplication and full mutation analysis in Blood or Tissue by Molecular genetics method,MECP2 gene deletion+duplication & full mutation analysis,Find,Pt,Bld/Tiss,Doc,Molgen,94229-2
https://loinc.org/94208-6,2020-01-22,MLYCD Del+Dup + Full Mut Anl Bld/T,MLYCD gene deletion+duplication and full mutation analysis in Blood or Tissue by Molecular genetics method,MLYCD gene deletion+duplication & full mutation analysis,Find,Pt,Bld/Tiss,Doc,Molgen,94208-6
https://loinc.org/94206-0,2020-01-22,MMACHC Full Mut Anl Bld/T Seq,MMACHC gene full mutation analysis in Blood or Tissue by Sequencing,MMACHC gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,94206-0
https://loinc.org/94207-8,2020-01-22,MMADHC Full Mut Anl Bld/T Seq,MMADHC gene full mutation analysis in Blood or Tissue by Sequencing,MMADHC gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,94207-8
https://loinc.org/94228-4,2020-01-22,MUTYH gene Full Mut Anl Bld/T Seq,MUTYH gene full mutation analysis in Blood or Tissue by Sequencing,MUTYH gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,94228-4
https://loinc.org/94209-4,2020-01-22,NAGLU Full Mut Anl Bld/T Seq,NAGLU gene full mutation analysis in Blood or Tissue by Sequencing,NAGLU gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,94209-4
https://loinc.org/94243-3,2020-01-22,Navigator Note,Healthcare navigator Note,Note,Find,Pt,{Setting},Doc,Healthcare navigator,94243-3
https://loinc.org/94246-6,2020-01-22,WOC Phone Note,"Wound, Ostomy, and Continence Care Telephone encounter Note",Note,Find,Pt,Telephone encounter,Doc,"Wound, ostomy, and continence care",94246-6
https://loinc.org/94211-0,2020-01-22,NPC1+NPC2 Del+Dup + Full Mut Anl Bld/T,NPC1 gene+NPC2 gene deletion+duplication and full mutation analysis in Blood or Tissue by Molecular genetics method,NPC1 gene+NPC2 gene deletion+duplication & full mutation analysis,Find,Pt,Bld/Tiss,Doc,Molgen,94211-0
https://loinc.org/94186-4,2020-01-22,Origin germline gen var,Origin of germline genetic variant [Type],Origin of germline genetic variant,Type,Pt,^Patient,Nom,,94186-4
https://loinc.org/94226-8,2020-01-22,PKHD1 gene Full Mut Anl Bld/T Seq,PKHD1 gene full mutation analysis in Blood or Tissue by Sequencing,PKHD1 gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,94226-8
https://loinc.org/94212-8,2020-01-22,PKLR gene Del+Dup + Full Mut Anl Bld/T,PKLR gene deletion+duplication and full mutation analysis in Blood or Tissue by Molecular genetics method,PKLR gene deletion+duplication & full mutation analysis,Find,Pt,Bld/Tiss,Doc,Molgen,94212-8
https://loinc.org/94244-1,2020-01-22,WOC Plan of care note,"Wound, Ostomy, and Continence Care Plan of care note",Plan of care note,Find,Pt,{Setting},Doc,"Wound, ostomy, and continence care",94244-1
https://loinc.org/94187-2,2020-01-22,PA PRP-Imp,Platelet aggregation [Interpretation] in Platelet rich plasma,Platelet aggregation,Imp,Pt,PRP,Nom,,94187-2
https://loinc.org/94213-6,2020-01-22,PPOX Full Mut Anl Bld/T Seq,PPOX gene full mutation analysis in Blood or Tissue by Sequencing,PPOX gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,94213-6
https://loinc.org/94214-4,2020-01-22,PRKAR1A Del+Dup + Full Mut Anl Bld/T,PRKAR1A gene deletion+duplication and full mutation analysis in Blood or Tissue by Molecular genetics method,PRKAR1A gene deletion+duplication & full mutation analysis,Find,Pt,Bld/Tiss,Doc,Molgen,94214-4
https://loinc.org/94245-8,2020-01-22,WOC Progress note,"Wound, Ostomy, and Continence Care Progress note",Progress note,Find,Pt,{Setting},Doc,"Wound, ostomy, and continence care",94245-8
https://loinc.org/94182-3,2020-01-22,,PROMIS parent proxy physical function - upper extremity - version 1.0 T-score,PROMIS parent proxy physical function - upper extremity - version 1.0 T-score,Tscore,Pt,^Patient,Qn,PROMIS.PARENTPROXY,94182-3
https://loinc.org/94215-1,2020-01-22,PRSS1 gene Full Mut Anl Bld/T Seq,PRSS1 gene full mutation analysis in Blood or Tissue by Sequencing,PRSS1 gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,94215-1
https://loinc.org/94223-5,2020-01-22,PTEN gene Del+Dup + Full Mut Anl Bld/T,PTEN gene deletion+duplication and full mutation analysis in Blood or Tissue by Molecular genetics method,PTEN gene deletion+duplication & full mutation analysis,Find,Pt,Bld/Tiss,Doc,Molgen,94223-5
https://loinc.org/94224-3,2020-01-22,RET gene Full Mut Anl Bld/T Seq,RET gene full mutation analysis in Blood or Tissue by Sequencing,RET gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,94224-3
https://loinc.org/94222-7,2020-01-22,SERPINA1 gene Full Mut Anl Bld/T Seq,SERPINA1 gene full mutation analysis in Blood or Tissue by Sequencing,SERPINA1 gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,94222-7
https://loinc.org/94192-2,2020-01-22,SLC25A20 Full Mut Anl Bld/T Seq,SLC25A20 gene full mutation analysis in Blood or Tissue by Sequencing,SLC25A20 gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,94192-2
https://loinc.org/94221-9,2020-01-22,SMN1 gene Full Mut Anl Bld/T Seq,SMN1 gene full mutation analysis in Blood or Tissue by Sequencing,SMN1 gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,94221-9
https://loinc.org/94220-1,2020-01-22,SPINK1 gene Full Mut Anl Bld/T Seq,SPINK1 gene full mutation analysis in Blood or Tissue by Sequencing,SPINK1 gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,94220-1
https://loinc.org/94216-9,2020-01-22,STK11 gene Del+Dup + Full Mut Anl Bld/T,STK11 gene deletion+duplication and full mutation analysis in Blood or Tissue by Molecular genetics method,STK11 gene deletion+duplication & full mutation analysis,Find,Pt,Bld/Tiss,Doc,Molgen,94216-9
https://loinc.org/94217-7,2020-01-22,TP53 gene Del+Dup + Full Mut Anl Bld/T,TP53 gene deletion+duplication and full mutation analysis in Blood or Tissue by Molecular genetics method,TP53 gene deletion+duplication & full mutation analysis,Find,Pt,Bld/Tiss,Doc,Molgen,94217-7
https://loinc.org/94225-0,2020-01-22,TTR gene Full Mut Anl Bld/T Seq,TTR gene full mutation analysis in Blood or Tissue by Sequencing,TTR gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,94225-0
https://loinc.org/94218-5,2020-01-22,UBE3A gene Full Mut Anl Bld/T Seq,UBE3A gene full mutation analysis in Blood or Tissue by Sequencing,UBE3A gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,94218-5
https://loinc.org/94219-3,2020-01-22,VWF gene Full Mut Anl Bld/T Seq,VWF gene full mutation analysis in Blood or Tissue by Sequencing,VWF gene full mutation analysis,Find,Pt,Bld/Tiss,Doc,Sequencing,94219-3
https://loinc.org/94184-9,2020-01-22,YFV RNA XXX Ql NAA+probe,Yellow fever virus RNA [Presence] in Unspecified specimen by NAA with probe detection,Yellow fever virus RNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,94184-9
https://loinc.org/94181-5,2020-01-21,,PROMIS parent proxy global health - version 1.0 T-score,PROMIS parent proxy global health - version 1.0 T-score,Tscore,Pt,^Patient,Qn,PROMIS.PARENTPROXY,94181-5
https://loinc.org/94177-3,2020-01-17,,My child could button his or her shirt or pants in past 7D [PROMIS.PARENTPROXY],My child could button his or her shirt or pants in past 7D,Find,7D,^Patient,Ord,PROMIS.PARENTPROXY,94177-3
https://loinc.org/94172-4,2020-01-17,,My child could open a jar by himself or herself in past 7D [PROMIS.PARENTPROXY],My child could open a jar by himself or herself in past 7D,Find,7D,^Patient,Ord,PROMIS.PARENTPROXY,94172-4
https://loinc.org/94176-5,2020-01-17,,My child could open the rings in school binders in past 7D [PROMIS.PARENTPROXY],My child could open the rings in school binders in past 7D,Find,7D,^Patient,Ord,PROMIS.PARENTPROXY,94176-5
https://loinc.org/94171-6,2020-01-17,,My child could pour a drink from a full pitcher in past 7D [PROMIS.PARENTPROXY],My child could pour a drink from a full pitcher in past 7D,Find,7D,^Patient,Ord,PROMIS.PARENTPROXY,94171-6
https://loinc.org/94175-7,2020-01-17,,My child could pull a shirt on over his or her head without help in past 7D [PROMIS.PARENTPROXY],My child could pull a shirt on over his or her head without help in past 7D,Find,7D,^Patient,Ord,PROMIS.PARENTPROXY,94175-7
https://loinc.org/94173-2,2020-01-17,,My child could pull open heavy doors in past 7D [PROMIS.PARENTPROXY],My child could pull open heavy doors in past 7D,Find,7D,^Patient,Ord,PROMIS.PARENTPROXY,94173-2
https://loinc.org/94178-1,2020-01-17,,My child could put on his or her shoes without help in past 7D [PROMIS.PARENTPROXY],My child could put on his or her shoes without help in past 7D,Find,7D,^Patient,Ord,PROMIS.PARENTPROXY,94178-1
https://loinc.org/94174-0,2020-01-17,,My child could use a key to unlock a door in past 7D [PROMIS.PARENTPROXY],My child could use a key to unlock a door in past 7D,Find,7D,^Patient,Ord,PROMIS.PARENTPROXY,94174-0
https://loinc.org/94170-8,2020-01-17,,PROMIS parent proxy physical function - upper extremity - version 1.0 raw score,PROMIS parent proxy physical function - upper extremity - version 1.0 raw score,Score,Pt,^Patient,Qn,PROMIS.PARENTPROXY,94170-8
https://loinc.org/94180-7,2020-01-17,,PROMIS parent proxy short form - pain interference 8 - version 1.0,PROMIS parent proxy short form - pain interference 8 - version 1.0,-,7D,^Patient,-,PROMIS.PARENTPROXY,94180-7
https://loinc.org/94179-9,2020-01-17,,PROMIS parent proxy short form - pain interference 8 - version 1.0 raw score,PROMIS parent proxy short form - pain interference 8 - version 1.0 raw score,Score,Pt,^Patient,Qn,PROMIS.PARENTPROXY,94179-9
https://loinc.org/94169-0,2020-01-17,,PROMIS parent proxy short form - physical function - upper extremity 8 - version 1.0,PROMIS parent proxy short form - physical function - upper extremity 8 - version 1.0,-,7D,^Patient,-,PROMIS.PARENTPROXY,94169-0
https://loinc.org/94165-8,2020-01-16,,PROMIS parent proxy - global health 7 - version 1.0,PROMIS parent proxy - global health 7 - version 1.0,-,Pt,^Patient,-,PROMIS.PARENTPROXY,94165-8
https://loinc.org/94164-1,2020-01-16,,PROMIS parent proxy - global health 7 - version 1.0 raw score,PROMIS parent proxy - global health 7 - version 1.0 raw score,Score,Pt,^Patient,Qn,PROMIS.PARENTPROXY,94164-1
https://loinc.org/94161-7,2020-01-16,,PROMIS parent proxy item bank - mobility - version 1.0,PROMIS parent proxy item bank - mobility - version 1.0,-,7D,^Patient,-,PROMIS.PARENTPROXY,94161-7
https://loinc.org/94162-5,2020-01-16,,PROMIS parent proxy item bank - pain interference - version 1.0,PROMIS parent proxy item bank - pain interference - version 1.0,-,7D,^Patient,-,PROMIS.PARENTPROXY,94162-5
