n,concept_name,vocabulary_id
3,"Hyaluronidase, Human",RxNorm
3,"Ultralente Insulin, Beef",RxNorm
3,doxacurium,RxNorm
3,BOTULISM ANTITOXIN E,RxNorm
3,BISMUTH CAMPHOCARBONATE,RxNorm
3,BISMUTH-FORMIC-IODIDE,RxNorm
3,piperocaine,RxNorm
3,gallium nitrate,RxNorm
3,resmethrin,RxNorm
3,Cloprostenol,RxNorm
3,Dextran 110,RxNorm
3,thymalfasin,RxNorm
3,tiropramide,RxNorm
3,trichlorotrifluoroethane,RxNorm
3,arbekacin,RxNorm
3,Cetyl dimethicone,RxNorm
3,Ethoglucid,RxNorm
3,Indium IN-111 Chloride,RxNorm
3,Interferon-beta,RxNorm
3,Gestronol,RxNorm
3,methylfolic acid,RxNorm
3,bosentan monohydrate,RxNorm
3,modified fluid gelatins,RxNorm
3,aluminum sesquichlorohydrate,RxNorm
3,Providone-Iodine,RxNorm
3,butyrate,RxNorm
3,chlorothen,RxNorm
3,Pentetate,RxNorm
3,iodine povacrylex,RxNorm
3,Phenoperidine,RxNorm
3,piketoprofen,RxNorm
3,smallpox vaccine live vaccinia virus,RxNorm
3,Pirinitramide,RxNorm
3,Practolol,RxNorm
3,Acrisorcin,RxNorm
3,Pyrrolidonecarboxylic Acid,RxNorm
3,Sodium phosphate P32,RxNorm
3,Saralasin,RxNorm
3,Piperaquine tetraphosphate,RxNorm Extension
3,irinotecan liposomal,RxNorm
3,Obiltoxaximab,RxNorm
3,Epilobium fleischeri whole extract,RxNorm
3,4-amino-2-hydroxytoluene,RxNorm
3,imidocarb,RxNorm
3,Anthrax immune globulin,RxNorm
3,Phymatolithon calcareum preparation,RxNorm
3,BOTULINUM NEUROTOXIN C IMMUNE FAB2,RxNorm
3,BOTULINUM NEUROTOXIN D IMMUNE FAB2,RxNorm
3,BOTULINUM NEUROTOXIN E IMMUNE FAB2,RxNorm
3,BOTULINUM NEUROTOXIN F IMMUNE FAB2,RxNorm
3,BOTULINUM NEUROTOXIN G IMMUNE FAB2,RxNorm
3,Potassium glycerophosphate,RxNorm Extension
3,Hops powder,RxNorm Extension
3,Salix alba whole extract,RxNorm
3,Cibotium barometz root extract,RxNorm
3,Standartised bacterial lysate,RxNorm Extension
3,Amifampridine,RxNorm Extension
3,Homeopathic calcarea carbonica,RxNorm Extension
3,Homeopathic coffea arabica,RxNorm Extension
3,Homeopathic tamus communis,RxNorm Extension
3,Quinisocain hydrochloride,RxNorm Extension
3,Rhamnus Frangula,RxNorm Extension
3,methyl 4-hydroxybenzoate,RxNorm Extension
3,copper (i) oxide,RxNorm Extension
3,trisodium zinc pentetate,RxNorm Extension
3,beryl,RxNorm Extension
3,porcine lung phospholipids,RxNorm Extension
3,human dendritic cell antigen,RxNorm Extension
3,European viper snake venom antiserum,RxNorm Extension
3,Dapoxetine,RxNorm Extension
3,Laropiprant,RxNorm Extension
3,Neisseria meningitidis Group B Membrane vesicles External Omv,RxNorm Extension
3,Pawpaw,RxNorm Extension
3,"ethyl(z,z)-octadeca-9,12-dienoate",RxNorm Extension
3,alpine lady's mantle extract,RxNorm Extension
3,diammonium hydrogen,RxNorm Extension
3,guajazulene,RxNorm Extension
3,peroxyacetic axcid,RxNorm Extension
3,incense extract,RxNorm Extension
3,Gimeracil,RxNorm Extension
3,Monosodium glutamate monohydrate,RxNorm Extension
3,Agomelatine,RxNorm Extension
3,Neisseria meningitidis Recombinant Fusion Protein Fhbp Group B,RxNorm Extension
3,aqua marina extract,RxNorm Extension
3,medulla oblongata extract,RxNorm Extension
3,locust bean gum,RxNorm Extension
3,bovine right lung extract,RxNorm Extension
3,bovine paranasal sinuses mucosa extract,RxNorm Extension
3,red soap root extract,RxNorm Extension
3,Homeopathic cocculus indicus,RxNorm Extension
3,Homeopathic mercurius vivus,RxNorm Extension
3,Zinc monoethyl fumarate,RxNorm Extension
3,Calcium monoethyl fumarate,RxNorm Extension
3,Cupric Sulfate Anhydrous,RxNorm Extension
3,insect flowers extract,RxNorm Extension
3,rosmarini aetheroleum extract,RxNorm Extension
3,gaffyka-tetragena lysate,RxNorm Extension
3,Magnesium monoethyl fumarate,RxNorm Extension
3,Funnel web spider venom antiserum,RxNorm Extension
3,Yeast cell extract,RxNorm Extension
3,Acerola,RxNorm Extension
3,Epoetin Lambda,RxNorm Extension
3,erdbeer leaf extract,RxNorm Extension
3,human plasma protein with factor viii inhibitor,RxNorm Extension
3,chinolinol sulfate,RxNorm Extension
3,"bis{4-[2-(difluorhydroxysilyl)ethyl]-2-methoxycy clohexyl}n,n'-(trimethylhexan-1,6-diyl)dicarbamat]",RxNorm Extension
3,staphylococcus pyogenes and staphylococcus faecalis lysate,RxNorm Extension
3,Co-dergocrine mesilate,RxNorm Extension
3,Dibotermin alfa,RxNorm Extension
3,Piperaquine phosphate,RxNorm Extension
3,"Influenza Virus Fragmented, Inactivated, Strain A / Switzerland / 9715293/2013 H3N2 - Analogue Strain A / Switzerland / 9715293/2013, Nib-88",RxNorm Extension
3,Alfa corifollitropin,RxNorm Extension
3,ethyl hydrogen-calcium salt,RxNorm Extension
3,5-[2-(2-butoxyethoxy) ethoxymethyl]-6-propyl-1,RxNorm Extension
3,bovine cerebral cortex extract,RxNorm Extension
3,Delamanid,RxNorm Extension
3,Growth medium,RxNorm Extension
3,Cyclovalone,RxNorm Extension
3,Picloxydine,RxNorm Extension
3,Rutaceae Aurantiees extract,RxNorm Extension
3,Sea Snake Antivenom,RxNorm Extension
3,composite china tincture,RxNorm Extension
3,oxetacain,RxNorm Extension
3,copper (ii) nitrate,RxNorm Extension
3,dapoxetine hydrochloride,RxNorm Extension
3,glycerol mono(di/tri)alkanoate,RxNorm Extension
3,ceftobiprole medocarile sodium,RxNorm Extension
3,Monosodium aspartate monohydrate,RxNorm Extension
3,Factor XI,RxNorm Extension
3,Bugrane extract,RxNorm Extension
3,Raubasine,RxNorm Extension
3,Galactan sulfate,RxNorm Extension
3,Perfluorohexyloctane,RxNorm Extension
3,Chromium Trichloride Hexahydrate,RxNorm Extension
3,Bovine Plasma Proteins Hydrolysate,RxNorm Extension
3,streptococcus faecalis,RxNorm Extension
3,(2-aminoethyl) dihydrogen phosphate monosodium,RxNorm Extension
3,upright-pellitory pollen allergoid,RxNorm Extension
3,poliomyelitis virus type 1 brunhilde,RxNorm Extension
3,calcarea e cinere quercus extract,RxNorm Extension
3,Cape cobra snake venom antiserum,RxNorm Extension
3,Egyptian cobra snake venom antiserum,RxNorm Extension
3,Forest cobra snake venom antiserum,RxNorm Extension
3,Black mamba snake venom antiserum,RxNorm Extension
3,Black necked spitting cobra snake venom antiserum,RxNorm Extension
3,Sodium hydroxybutyrate,RxNorm Extension
3,California scrub oak pollen extract,RxNorm
3,Curvularia extract,RxNorm
3,Koelers grass pollen extract,RxNorm
3,Johnson grass smut pollen extract,RxNorm
3,Phoma extract,RxNorm
3,Syrian hamster skin extract,RxNorm
3,alkali blite pollen extract,RxNorm
3,coast sage pollen extract,RxNorm
3,cocklebur pollen extract,RxNorm
3,bottlebrush pollen extract,RxNorm
3,cheat grass pollen extract,RxNorm
3,date palm pollen extract,RxNorm
3,desert ragweed pollen extract,RxNorm
3,karaya gum extract,RxNorm
3,fivehorn smotherweed pollen extract,RxNorm
3,palo verde pollen extract,RxNorm
3,linden pollen extract,RxNorm
3,sugar beet pollen extract,RxNorm
3,water birch pollen extract,RxNorm
3,sunflower pollen extract,RxNorm
3,wheat rust extract,RxNorm
3,winterfat pollen extract,RxNorm
3,salt cedar pollen,RxNorm
3,sandbur ragweed pollen extract,RxNorm
3,shad scale pollen extract,RxNorm
3,bepotastine,RxNorm
3,Brewer's yeast allergenic extract,RxNorm
3,Butafosfan,RxNorm
3,amitraz,RxNorm
3,canary feather extract,RxNorm
3,domestic goat hair extract,RxNorm
3,emodepside,RxNorm
3,common wormwood pollen extract,RxNorm
3,grain moth extract,RxNorm
3,kidney bean allergenic extract,RxNorm
3,mung bean allergenic extract,RxNorm
3,white-tailed deer hair extract,RxNorm
3,rice (whole grain) allergenic extract,RxNorm
3,salmon allergenic extract,RxNorm
3,Concord grape allergenic extract,RxNorm
3,Atlantic cod allergenic extract,RxNorm
3,Austrian pine pollen extract,RxNorm
3,Scotch broom pollen extract,RxNorm
3,Scotch pine pollen extract,RxNorm
3,bitternut hickory pollen extract,RxNorm
3,blue beech pollen extract,RxNorm
3,blue spruce pollen extract,RxNorm
3,chesnut oak pollen extract,RxNorm
3,basil allergenic extract,RxNorm
3,millet seed allergenic extract,RxNorm
3,red bell pepper allergenic extract,RxNorm
3,red pine pollen extract,RxNorm
3,sunflower seed allergenic extract,RxNorm
3,sweet cherry allergenic extract,RxNorm
3,tamarack pollen extract,RxNorm
3,tapioca starch allergenic extract,RxNorm
3,safflower seed allergenic extract,RxNorm
3,pignut hickory pollen extract,RxNorm
3,pin oak pollen extract,RxNorm
3,pitch pine pollen extract,RxNorm
3,paper birch pollen extract,RxNorm
3,yellow birch pollen extract,RxNorm
3,Garrys oak pollen extract,RxNorm
3,Japanese black pine pollen extract,RxNorm
3,Acrothecium robustum allergenic extract,RxNorm
3,Algal fungi allergenic extract,RxNorm
3,Candida tropicalis allergenic extract,RxNorm
3,carob allergenic extract,RxNorm
3,barley (whole grain) allergenic extract,RxNorm
3,Penicillium expansum extract,RxNorm
3,white seedless grape allergenic extract,RxNorm
3,Penicillium camemberti allergenic extract,RxNorm
3,Tetracoccosporium paxianum allergenic extract,RxNorm
3,Syncephalastrum racemosum allergenic extract,RxNorm
3,Verticillium albo-atrum extract,RxNorm
3,Trichophyton schoenleinii allergenic extract,RxNorm
3,barley smut extract,RxNorm
3,cricket allergenic extract,RxNorm
3,dog flea allergenic extract,RxNorm
3,cat flea allergenic extract,RxNorm
3,goose allergenic extract,RxNorm
3,red currant allergenic extract,RxNorm
3,perch allergenic extract,RxNorm
3,venison allergenic extract,RxNorm
3,white catfish allergenic extract,RxNorm
3,white-rot fungus extract,RxNorm
3,English sole allergenic extract,RxNorm
3,Penicillium italicum extract,RxNorm
3,Passalora fulva extract,RxNorm
3,lifitegrast,RxNorm
3,eteplirsen,RxNorm
3,"hydroxypropyl cellulose, unspecified",RxNorm
3,influenza A virus (H5N1) antigen,RxNorm
3,Tinospora cordifolia stem extract,RxNorm
3,Cladosoprium cladosporioides allergenic extract,RxNorm
3,Cladosporium cladosporioides allergenic extract,RxNorm
3,Mycocladus corymbiferus extract,RxNorm
3,Aminopentamide,RxNorm
3,alcaftadine,RxNorm
3,Apiospora montagnei allergenic extract,RxNorm
3,Aspergillus repens allergenic extract,RxNorm
3,Trichlorfon,RxNorm
3,cayenne pepper allergenic extract,RxNorm
3,Indian wormwood sage pollen extract,RxNorm
3,navy kidney bean allergenic extract,RxNorm
3,melarsomine,RxNorm
3,white kidney bean allergenic extract,RxNorm
3,Absidia ramosa extract,RxNorm
3,balsam poplar pollen extract,RxNorm
3,bitter dock pollen extract,RxNorm
3,jack pine pollen extract,RxNorm
3,Humicola grisea extract,RxNorm
3,Jerusalem oak pollen extract,RxNorm
3,Microsporum audouinii allergenic extract,RxNorm
3,microsporum canis allergenic extract,RxNorm
3,western black willow pollen extract,RxNorm
3,white (mexican) dock pollen extract,RxNorm
3,redwood pollen extract,RxNorm
3,sugarcane allergenic extract,RxNorm
3,broomweed pollen extract,RxNorm
3,creeping bentgrass pollen extract,RxNorm
3,romifidine,RxNorm
3,Sudan grass pollen extract,RxNorm
3,cultivated barley pollen extract,RxNorm
3,osage orange pollen extract,RxNorm
3,littleseed canary grass pollen extract,RxNorm
3,Largemouth bass allergenic extract,RxNorm
3,Douglas fir pollen extract,RxNorm
3,Pacific salmon allergenic extract,RxNorm
3,Neurospora sitophila extract,RxNorm
3,Trichophyton tonsurans allergenic extract,RxNorm
3,gamithromycin,RxNorm
3,azficel-T,RxNorm
3,weakleaf bur ragweed pollen extract,RxNorm
3,parakeet feather allergenic extract,RxNorm
3,gliocladium allergenic extract,RxNorm
3,gonadotropin releasing factor analog-diphtheria toxoid conjugate,RxNorm
3,Microascus brevicaulis allergenic extract,RxNorm
3,Neurospora crassa allergenic extract,RxNorm
3,"(3,4-Dimethoxyphenyl)Glyoxalic Acid",RxNorm Extension
3,(Rs)-3 Methyl-2-Oxovalerianic Acid,RxNorm Extension
3,(Rs)-3-Methyl-2-Oxobutyric Acid,RxNorm Extension
3,"1,3-Bis(Hydroxymethyl)Urea",RxNorm Extension
3,"2,2'-Dihydroxy-4,4'-Dimethoxybenzophenone",RxNorm Extension
3,2-Hydroxy-4-Methylthiobutyric Acid,RxNorm Extension
3,"5,5-Dipropylbarbituric Acid",RxNorm Extension
3,Aceclidine,RxNorm Extension
3,Adipiodone,RxNorm Extension
3,Aegopodium Podagraria,RxNorm Extension
3,Angiotensinamide,RxNorm Extension
3,Amfomycin,RxNorm Extension
3,Alusulf,RxNorm Extension
3,Auricularia Auricula,RxNorm Extension
3,Aronia Arbutifolia,RxNorm Extension
3,Aphanizomenon Flo Aquae,RxNorm Extension
3,Befunolol,RxNorm Extension
3,Butallylonal,RxNorm Extension
3,Bufeniode,RxNorm Extension
3,Brallobarbital,RxNorm Extension
3,Camazepam,RxNorm Extension
3,Cladonia Cervicornis,RxNorm Extension
3,Cnicus Arvensis,RxNorm Extension
3,Dipiproverine,RxNorm Extension
3,Di-N-Succinimidyl,RxNorm Extension
3,Etozolin,RxNorm Extension
3,Epilobium Parviflorum,RxNorm Extension
3,Fenticlor,RxNorm Extension
3,Gallae Turcicae,RxNorm Extension
3,Formocortal,RxNorm Extension
3,Gualenate,RxNorm Extension
3,Ichthyolic Acid,RxNorm Extension
3,Imolamine,RxNorm Extension
3,Indole-3-Carbinol,RxNorm Extension
3,Lactobacillus Delbrueckii,RxNorm Extension
3,Lauroguadine,RxNorm Extension
3,Mandelonitrile,RxNorm Extension
3,Lucilia Sericata,RxNorm Extension
3,Metofenazate,RxNorm Extension
3,N-(4-Bromobenzyl)-N'-Ethyl-N'-Methyl-N-(2-Pyridyl)Ethylenediamine,RxNorm Extension
3,Nontronite,RxNorm Extension
3,Noxiptiline,RxNorm Extension
3,Physeter Macrocephalus,RxNorm Extension
3,Pirprofen,RxNorm Extension
3,Pitolisant,RxNorm Extension
3,Pyrrolidineaceto-2-Chloro-6-Methylanilide,RxNorm Extension
3,Proquazone,RxNorm Extension
3,Procyanidin,RxNorm Extension
3,Prenoxdiazine,RxNorm Extension
3,Quercus Infectoria,RxNorm Extension
3,Safinamide,RxNorm Extension
3,Strychnic Acid,RxNorm Extension
3,Strychnine N-Oxide,RxNorm Extension
3,Sulforaphane,RxNorm Extension
3,Smilax Aspera,RxNorm Extension
3,Thebacon,RxNorm Extension
3,Trolnitrate,RxNorm Extension
3,Tiamenidine,RxNorm Extension
3,Undecylenamidopropyl Betaine,RxNorm Extension
3,White Beeswax,RxNorm Extension
3,Xenytropium Hydroxide,RxNorm Extension
3,Vernakalant,RxNorm Extension
3,atezolizumab,RxNorm
3,broadleaf cattail pollen extract,RxNorm
3,Metricus paper wasp venom protein,RxNorm
3,northern paper wasp venom protein,RxNorm
3,red paper wasp venom protein,RxNorm
3,white spirit type 1,RxNorm
3,Aspartame,RxNorm
3,Alpinia galanga leaf extract,RxNorm
3,Bacillus cereus,RxNorm
3,Croscarmellose,RxNorm
3,Cyperus rotundus root extract,RxNorm
3,Heloderma horridum venom,RxNorm
3,Lithium Chloride,RxNorm
3,Lobelia spicata leaf extract,RxNorm
3,Mangifera indica seed butter extract,RxNorm
3,Lamium album flower extract,RxNorm
3,Jacaranda caroba flower extract,RxNorm
3,Ophiopogon japonicus root extract,RxNorm
3,Nymphaea alba flower extract,RxNorm
3,Myrciaria dubia fruit extract,RxNorm
3,Senna alexandrina seed extract,RxNorm
3,Sesame Oil,RxNorm
3,Rhus glabra bark extract,RxNorm
3,Rosa damascena flower extract,RxNorm
3,Morganella morganii,RxNorm
3,Sorghum bicolor pollen extract,RxNorm
3,Tildipirosin,RxNorm
3,Sus scrofa bone marrow preparation,RxNorm
3,Sus scrofa nasal mucosa preparation,RxNorm
3,Sus scrofa red blood cell preparation,RxNorm
3,Sus scrofa urinary bladder preparation,RxNorm
3,Strychnos wallichiana bark extract,RxNorm
3,alpha-hexylcinnamaldehyde,RxNorm
3,oleyl alcohol,RxNorm
3,isopropyl palmitate,RxNorm
3,Influenza A virus,RxNorm
3,AVENS EXTRACT,RxNorm
3,Stevia rebaudiana whole extract,RxNorm
3,polyaminopropyl biguanide,RxNorm
3,octyl triazone,RxNorm
3,Aconitum ferox root extract,RxNorm
3,danofloxacin,RxNorm
3,Forsythia suspensa whole extract,RxNorm
3,Indium,RxNorm
3,Dodecanol,RxNorm
3,triethanolamine lauryl sulfate,RxNorm
3,Thiostrepton,RxNorm
3,sodium peroxide,RxNorm
3,pirlimycin,RxNorm
3,Lentinula edodes mycelium extract,RxNorm
3,Onion extract,RxNorm
3,Polyethylene Glycol 1000,RxNorm
3,Solanum lycopersicum extract,RxNorm
3,Zeranol,RxNorm
3,cinnamate,RxNorm
3,olivine,RxNorm
3,vanillin,RxNorm
3,copper naphthenate,RxNorm
3,diethylamino hydroxybenzoyl hexyl benzoate,RxNorm
3,ANTI-INTERLEUKIN-1.ALPHA. IMMUNOGLOBULIN G RABBIT,RxNorm
3,Opuntia ficus-indica extract,RxNorm
3,cetearyl alcohol,RxNorm
3,Glycogen,RxNorm
3,lactobionate,RxNorm
3,Coxiella burnetii,RxNorm
3,codonopsis lanceolata root extract,RxNorm
3,Agrimonia Odorata Flos,RxNorm Extension
3,Alloxanum,RxNorm Extension
3,Aluminum Ammonium Sulfate Dodecahydrate,RxNorm Extension
3,Bombyx Processionea,RxNorm Extension
3,Ceftobiprole Medocaril,RxNorm Extension
3,Glandular Extract Homeopathic,RxNorm Extension
3,Ferrous Tartrate,RxNorm Extension
3,Doryphora Decemlineata,RxNorm Extension
3,Clindamycin (Clindamycin 2-Palmitate Hydrochloride),RxNorm Extension
3,Medusa,RxNorm Extension
3,Mygale,RxNorm Extension
3,Kali Telluricum,RxNorm Extension
3,Prucalopride Succinate,RxNorm Extension
3,Safrole,RxNorm Extension
3,Oleum Animale,RxNorm Extension
3,Vitamin B12 (Methylcobalamin),RxNorm Extension
3,Vitamin D (Halibut Liver Oil),RxNorm Extension
3,Selenium Chelate,RxNorm Extension
3,Streptococcus Thermophilus,RxNorm Extension
3,Silphium Laciniatum,RxNorm Extension
3,Saponins,RxNorm Extension
3,Sarilumab,RxNorm Extension
3,Baricitinib,RxNorm Extension
3,Histapyrrodine,RxNorm Extension
3,Lactobacillus Salivarius,RxNorm Extension
3,OXYURANUS SCUTELLATUS CANNI VENOM EXTRACT,RxNorm
3,Aconitum lycoctonum extract,RxNorm
3,luliconazole,RxNorm
3,Calcium Oxalate,RxNorm
3,Barium Acetate,RxNorm
3,metreleptin,RxNorm
3,Iris domestica whole extract,RxNorm
3,Tiletamine,RxNorm
3,Zolazepam,RxNorm
3,Fritillaria cirrhosa bulb extract,RxNorm
3,Tilia platyphyllos flower extract,RxNorm
3,cefovecin,RxNorm
3,Croton tiglium whole extract,RxNorm
3,SULFONATED OLEIC ACID,RxNorm
3,Morinda officianalis root extract,RxNorm
3,Mallotus japonicus flower oil,RxNorm
3,Eucalyptus gum extract,RxNorm
3,Bos taurus artery preparation,RxNorm
3,tavaborole,RxNorm
3,Coccidioides immitis spherule,RxNorm
3,finafloxacin,RxNorm
3,Panax notoginseng whole extract,RxNorm
3,Artemisia annua leaf extract,RxNorm
3,Iris tenax extract,RxNorm
2,"Poliovirus Vaccine, Inactivated",RxNorm
2,Folate,RxNorm
2,ASTRAGALUS ROOT,RxNorm
2,Tiludronate,RxNorm
2,cyclodrine,RxNorm
2,Arbutus andrachne leafy shoot extract,RxNorm
2,Saraca indica bark extract,RxNorm
2,nickel carbonate hydroxide,RxNorm
2,Insoluble berlin blue stain,RxNorm
2,"ALBUMIN,CHROMATED CR-51 SERUM",RxNorm
2,"ALBUMIN,IODINATED I-131 SERUM",RxNorm
2,"ALLERGENIC EXTRACT, BEECH",RxNorm
2,"ALLERGENIC EXTRACT, BERMUDA GRASS",RxNorm
2,"ALLERGENIC EXTRACT, BIRCH",RxNorm
2,"ALLERGENIC EXTRACT, CALIFORNIA HAZELNUT POLLEN",RxNorm
2,"ALLERGENIC EXTRACT,CLADOSPORIUM CLADOSPORIS",RxNorm
2,"ALLERGENIC EXTRACT, COTTONWOOD FREMONT",RxNorm
2,"ALLERGENIC EXTRACT, CURVULARIA LUNATA MOLD",RxNorm
2,"ALLERGENIC EXTRACT, DUST, AUTOGENOUS",RxNorm
2,"ALLERGENIC EXTRACT, GRASS, BROME",RxNorm
2,"ALLERGENIC EXTRACT, GRASS, JOHNSON",RxNorm
2,"ALLERGENIC EXTRACT, GRASS, KENTUCKY BLUE",RxNorm
2,"ALLERGENIC EXTRACT, GRASS, ORCHARD",RxNorm
2,"ALLERGENIC EXTRACT, RYE GRASS PERENNIAL",RxNorm
2,"ALLERGENIC EXTRACT, GRASS, SWEET VERNAL",RxNorm
2,"ALLERGENIC EXTRACT, HICKORY",RxNorm
2,"ALLERGENIC EXTRACT, HORMODENDRUM HORDEI",RxNorm
2,"ALLERGENIC EXTRACT, HOUSE DUST EXTRACT CONCENTRATE",RxNorm
2,"ALLERGENIC EXTRACT, MAPLE",RxNorm
2,"ALLERGENIC EXTRACT, MOUNTAIN CEDAR",RxNorm
2,"ALLERGENIC EXTRACT, MUCOR RACEMOSUS MOLD",RxNorm
2,"ALLERGENIC EXTRACT, OAK",RxNorm
2,"ALLERGENIC EXTRACT, OLIVE",RxNorm
2,"ALLERGENIC EXTRACT, PENICILLIN",RxNorm
2,"ALLERGENIC EXTRACT, PHOMA BETAE MOLD",RxNorm
2,"ALLERGENIC EXTRACT, PIGWEED, ROUGH",RxNorm
2,"ALLERGENIC EXTRACT, PLANTAIN, ENGLISH",RxNorm
2,"ALLERGENIC EXTRACT, POPLAR",RxNorm
2,"ALLERGENIC EXTRACT, POPULUS ALBA, P. DELTOIDES",RxNorm
2,"ALLERGENIC EXTRACT, RED ALDER",RxNorm
2,"ALLERGENIC EXTRACT, SCALE MIX",RxNorm
2,"ALLERGENIC EXTRACT, SHEEP SORREL",RxNorm
2,"ALLERGENIC EXTRACT, SHEEP WOOL",RxNorm
2,"ALLERGENIC EXTRACT, STEMPHYLLUM BOTRYOSUM MOLD",RxNorm
2,"ALLERGENIC EXTRACT, SYCAMORE",RxNorm
2,"ALLERGENIC EXTRACT, TAG ALDER",RxNorm
2,"ALLERGENIC EXTRACT, WEED, WEST MIX",RxNorm
2,"ALLERGENIC EXTRACT, WESTERN RAGWEED",RxNorm
2,"ALLERGENIC EXTRACT,YELLOW JACKET",RxNorm
2,"ALLERGENIC EXTRACT,CALVATIA CYATHIFORMIS",RxNorm
2,"ALLERGENIC EXTRACT,COPRINUS MICACEUS",RxNorm
2,"ALLERGENIC EXTRACT,FULIGO SEPTICA",RxNorm
2,"ALLERGENIC EXTRACT,LYCOPERDON PYRIFORME",RxNorm
2,"ALLERGENIC EXTRACT,PENICILLIUM FREQUENTANS",RxNorm
2,"ALLERGENIC EXTRACT, COMMON MUGWORT",RxNorm
2,"ALLERGENIC EXTRACT, LAMB QUARTERS",RxNorm
2,"ALLERGENIC EXTRACT, MESQUITE",RxNorm
2,"ALLERGENIC EXTRACT, WEED, CARELESS",RxNorm
2,"ALLERGENIC EXTRACT,AGARICUS CAMPESTRIS",RxNorm
2,ferumoxides,RxNorm
2,PROTEINASE INHIBITOR (HUMAN),RxNorm
2,Calcium Carbimide,RxNorm
2,corticorelin ovine,RxNorm
2,Bile fluid,RxNorm
2,"Hepatitis B Surface Antigen (Australia antigen) MSD, Vaccine",RxNorm
2,Butylated Hydroxytoluene,RxNorm
2,Benzylpenicilloyl polylysine,RxNorm
2,L-methylfolate,RxNorm
2,"Pertussis, whole cell",RxNorm
2,"BIOFLAVONOID, LEMON",RxNorm
2,Tribasic potassium phosphate,RxNorm
2,FRUIT EXTRACTS,RxNorm
2,Cholecystokinin,RxNorm
2,DEXTRAN HM,RxNorm
2,ibritumomab tiuxetan,RxNorm
2,Grape Seed Proanthocyanidins,RxNorm
2,WHITE WILLOW BARK,RxNorm
2,quaternium-15,RxNorm
2,pokeweed preparation,RxNorm
2,D-GLUCURONIC ACID,RxNorm
2,LICORICE EXTRACT,RxNorm
2,Ipodate,RxNorm
2,"ALBUMIN,AGGREGATED",RxNorm
2,"ALLERGENIC EXTRACT, RAGWEED STOCK POLLEN",RxNorm
2,h influenzae type b,RxNorm
2,Serenoa preparation,RxNorm
2,Chamomile Oil,RxNorm
2,exametazime,RxNorm
2,Vitis extract,RxNorm
2,4-Aminohippuric Acid,RxNorm
2,CALCIUM DL-ALPHA-HYDROXYMETHIONINATE,RxNorm Extension
2,"Boiron oscillococcinum, anas barbariae hepatis et cordis extractum, oscillococcinum, Homeopathic preparation",RxNorm Extension
2,Sinistrin,RxNorm Extension
2,Calcium alpha-ketovaline,RxNorm Extension
2,FERRIC FERRY,RxNorm Extension
2,Calcium alpha-Ketophenylalanine,RxNorm Extension
2,Oscillococcinum for homeopathic preparations,RxNorm Extension
2,Alstonia scholaris bark extract,RxNorm
2,Ficus religiosa leafy twig extract,RxNorm
2,tungsten,RxNorm
2,Anemarrhena asphodeloides root extract,RxNorm
2,Citrullus lanatus var. lanatus whole extract,RxNorm
2,NAPHTHOQUINE,RxNorm
2,cytisine,RxNorm
2,Silver carbonate,RxNorm Extension
2,Liquid sugar demineralised,RxNorm Extension
2,Homeopathic dulcamara,RxNorm Extension
2,Malva sylvestris whole extract,RxNorm
2,Alkanna tinctoria root extract,RxNorm
2,Pinus mugo subsp. mugo leafy twig extract,RxNorm
2,altizide,RxNorm Extension
2,cannabidiol,RxNorm Extension
2,pranoprofen,RxNorm Extension
2,salicylate choline,RxNorm Extension
2,Polyvalent bacterial infiltrate,RxNorm Extension
2,Bisoxatin,RxNorm Extension
2,Homeopathic calcarea sulphurica,RxNorm Extension
2,Zinc hyaluronate,RxNorm Extension
2,Homeopathic feverfew,RxNorm Extension
2,Homeopathic natrum sulphuricum,RxNorm Extension
2,"Influenza Virus Fragmented, Inactivated, Strain A / Switzerland / 9715293/2013 H3N2 - Analogue Strain A / South Australia / 55/2014 Ivr-175",RxNorm Extension
2,Methylenecycline hydrochloride,RxNorm Extension
2,Leptospira Icterohaemorrhagiae,RxNorm Extension
2,Fumagillin,RxNorm Extension
2,Garrus alcoholate,RxNorm Extension
2,Goat's rue extract,RxNorm Extension
2,Hexamine Hippurate,RxNorm Extension
2,Tamarindus Indica Seed Polysaccharide,RxNorm Extension
2,Polylactic Acid,RxNorm Extension
2,Tick Antivenom,RxNorm Extension
2,2-oxo-3-phenyl-propanoate calcium,RxNorm Extension
2,bright ammonium bituminosulfonate,RxNorm Extension
2,methyl-5-amino-4-oxopentanoate hydrochloride,RxNorm Extension
2,toluonium chloride,RxNorm Extension
2,white oyster shell extract,RxNorm Extension
2,bovine medulla ossium rubra extract,RxNorm Extension
2,spleen extract,RxNorm Extension
2,cor extract,RxNorm Extension
2,Homeopathic phytolacca decandra,RxNorm Extension
2,Lipoic acid,RxNorm Extension
2,Kola nut,RxNorm Extension
2,L-Ornithine-L-Aspartate,RxNorm Extension
2,Homeopathic cucurbita,RxNorm Extension
2,Laurilsulfate,RxNorm Extension
2,Homeopathic ferrum sidereum,RxNorm Extension
2,Homeopathic coffea cruda,RxNorm Extension
2,Chinosol,RxNorm Extension
2,Dimecrotate Magnesium,RxNorm Extension
2,Tiliquinol,RxNorm Extension
2,Methylsiloxane,RxNorm Extension
2,Succinimide,RxNorm Extension
2,Eseridine salicylate,RxNorm Extension
