concept_name,vocabulary_id
Cefacetrile,RxNorm Extension
Calocephalus Multiflorus,RxNorm Extension
Calochortus Monophyllus,RxNorm Extension
Camazepam,RxNorm Extension
Camphorsulfonic Acid,RxNorm Extension
Calcium Methyl Polygalacturonate Sulfonate(S),RxNorm Extension
Caladenia Falcata,RxNorm Extension
Calamintha Officinalis,RxNorm Extension
Clinoptilolite,RxNorm Extension
Cladonia Cervicornis,RxNorm Extension
Clofedanol,RxNorm Extension
Clofenamide,RxNorm Extension
Clofenciclan,RxNorm Extension
Cistus Canadensis,RxNorm Extension
Clibucaine,RxNorm Extension
Clemizole,RxNorm Extension
Chondrodendron Platyphyllum,RxNorm Extension
Cinobutacin,RxNorm Extension
Chelidonine,RxNorm Extension
Chrysoidine,RxNorm Extension
Cineraria,RxNorm Extension
Chlorazanil,RxNorm Extension
Chlormidazole,RxNorm Extension
Chlorocarvacrol,RxNorm Extension
Crowea Saligna,RxNorm Extension
Datisca Cannabina,RxNorm Extension
Datura Arborea,RxNorm Extension
Cytidylic Acid,RxNorm Extension
Cytochrome C,RxNorm Extension
Curcuma Aeruginosa,RxNorm Extension
Cyclanthera Pedata,RxNorm Extension
Cresols,RxNorm Extension
Cyclohexanehexaone,RxNorm Extension
Cyclopentobarbital,RxNorm Extension
Crilanomer,RxNorm Extension
Corynebacterium Parvum,RxNorm Extension
Cymarin,RxNorm Extension
Cotarnine,RxNorm Extension
Crotarbital,RxNorm Extension
Cnicus Arvensis,RxNorm Extension
Cornu Animalis,RxNorm Extension
Colubrin,RxNorm Extension
Cornus Sanguinea,RxNorm Extension
Cocarboxylase,RxNorm Extension
Clorexolone,RxNorm Extension
Clorindanol,RxNorm Extension
Clorindione,RxNorm Extension
Clorofene,RxNorm Extension
Cloxiquine,RxNorm Extension
Dimepranol,RxNorm Extension
Dimetacrine,RxNorm Extension
Dimetamfetamine,RxNorm Extension
Dimethylmethylvinyl Siloxane,RxNorm Extension
Dimetotiazine,RxNorm Extension
Dionaea Muscipula,RxNorm Extension
Dixyrazine,RxNorm Extension
Dihydroartemisinin,RxNorm Extension
Dioxethedrin,RxNorm Extension
Diphenyl,RxNorm Extension
Dipiproverine,RxNorm Extension
Diponium,RxNorm Extension
Dilazep,RxNorm Extension
Disiloxane,RxNorm Extension
Desglugastrin,RxNorm Extension
Dibromsalicil,RxNorm Extension
Delphinium Consolida,RxNorm Extension
Desmodium Mollicum,RxNorm Extension
Di-N-Succinimidyl,RxNorm Extension
Demelverine,RxNorm Extension
Diacetylcorynanthine,RxNorm Extension
Diacetylsplenopentin,RxNorm Extension
Diamine Oxidase,RxNorm Extension
Deer Antler,RxNorm Extension
Dyflos,RxNorm Extension
Eel Serum,RxNorm Extension
Dropempine,RxNorm Extension
Drosera Pallida,RxNorm Extension
Dodecyl Triphenyl Phosphonium Hydroxide,RxNorm Extension
Dodecyl-P-Nitrobenzoate,RxNorm Extension
Dofamium,RxNorm Extension
Euphausia Superba,RxNorm Extension
Ergocristine,RxNorm Extension
Etafedrine,RxNorm Extension
Etafenone,RxNorm Extension
Etamiphyllin,RxNorm Extension
Esketamine,RxNorm Extension
Ethoxazorutoside,RxNorm Extension
Ethoxzolamide,RxNorm Extension
Ethyl Benzhydramine,RxNorm Extension
Ethylbutylthiobarbital,RxNorm Extension
Eryngium Campestre,RxNorm Extension
Etifelmine,RxNorm Extension
Etodroxizine,RxNorm Extension
Etoloxamine,RxNorm Extension
Etozolin,RxNorm Extension
Espeletia,RxNorm Extension
Essential Oils,RxNorm Extension
Entsulfon,RxNorm Extension
Enbucrilate,RxNorm Extension
Epilobium Parviflorum,RxNorm Extension
Epimestrol,RxNorm Extension
Endomide,RxNorm Extension
Flufenalanine,RxNorm Extension
Fluanisone,RxNorm Extension
Fenticlor,RxNorm Extension
Fentonium,RxNorm Extension
Fenyramidol,RxNorm Extension
Exocarpus Cupressiformis,RxNorm Extension
Fenpipramide,RxNorm Extension
Fenpiverinium,RxNorm Extension
Fallopia Japonica,RxNorm Extension
Famprofazone,RxNorm Extension
Fencamfamin,RxNorm Extension
Fencarbamide,RxNorm Extension
Galactoarabinan Polyglucuronic Acid Polymer,RxNorm Extension
Fucoidan,RxNorm Extension
Galeopsis,RxNorm Extension
Galium Verum,RxNorm Extension
Gallae Turcicae,RxNorm Extension
Gallamine Triethylhydroxide,RxNorm Extension
Fructooligsaccharides,RxNorm Extension
Formocortal,RxNorm Extension
Formosulfathiazole,RxNorm Extension
Flumedroxone,RxNorm Extension
Fraxinus Ornus,RxNorm Extension
Folescutol,RxNorm Extension
Haematoxylum Campechianum,RxNorm Extension
Haplopappus Baylahuen,RxNorm Extension
Gonolobus Cundurango,RxNorm Extension
Gualenate,RxNorm Extension
Guanoxan,RxNorm Extension
Haemorroidal Veinous Plexus,RxNorm Extension
Glycerophosphoric Acid,RxNorm Extension
Grindelia Robusta,RxNorm Extension
Glyoxylic Acid,RxNorm Extension
Halquinols,RxNorm Extension
General Nutrients,RxNorm Extension
Glisoxepide,RxNorm Extension
Gitoformate,RxNorm Extension
Gluconiazone,RxNorm Extension
Ichthyolic Acid,RxNorm Extension
Imciromab Pentetate,RxNorm Extension
Hyperoside,RxNorm Extension
Hyposulfurous Acid,RxNorm Extension
Humulon,RxNorm Extension
Heisteria,RxNorm Extension
Herbal,RxNorm Extension
Hericium Erinaceum,RxNorm Extension
Helenium Autumnale,RxNorm Extension
Human Alpha1 Proteinase Inhibitor,RxNorm Extension
Homocysteine Thiolactone,RxNorm Extension
Homofenazine,RxNorm Extension
Hexamethonium Hydroxide,RxNorm Extension
Hexaminolevulinic Acid,RxNorm Extension
Hexcarbacholine Hydroxide,RxNorm Extension
Hexestrol,RxNorm Extension
Heptabarb,RxNorm Extension
Iobenzamic Acid,RxNorm Extension
Iodophenazone,RxNorm Extension
Ioglycamic Acid,RxNorm Extension
Iomeglamic Acid,RxNorm Extension
Iopodic Acid,RxNorm Extension
Ipomoea Orizabensis,RxNorm Extension
Isobutamben,RxNorm Extension
Imolamine,RxNorm Extension
Interferon Alfa-2c,RxNorm Extension
Intermedin,RxNorm Extension
Indole-3-Carbinol,RxNorm Extension
Indoprofen,RxNorm Extension
Insulin Defalan,RxNorm Extension
Immunoglobulin Anti-Ancrod,RxNorm Extension
Immunoglobulin Anti-Gas Gangrene Toxin,RxNorm Extension
Immunoglobulin Anti-Paramyxovirus Parotitidis,RxNorm Extension
Immunoglobulin Anti-Pseudomonas Aeruginosa,RxNorm Extension
Immunoglobulin Anti-Rubella,RxNorm Extension
Immunoglobulin Anti-Tickborne Encephalitis,RxNorm Extension
Ketobemidone,RxNorm Extension
Kombucha,RxNorm Extension
Khellincarboxylic Acid,RxNorm Extension
Klebsiella Ozaenae,RxNorm Extension
Keratin,RxNorm Extension
Kawain,RxNorm Extension
Isoxicam,RxNorm Extension
Leptinotarsa Decemlineata,RxNorm Extension
Levodropropizine,RxNorm Extension
Leucinocaine,RxNorm Extension
Leucocianidol,RxNorm Extension
Lactobacillus Delbrueckii,RxNorm Extension
Lactobacillus Fermentum,RxNorm Extension
Lactobacillus Gasseri,RxNorm Extension
Lanatoside A,RxNorm Extension
Lactylphenetidin,RxNorm Extension
Lathyrus Palustris,RxNorm Extension
Lagerstroemia Speciosa,RxNorm Extension
Lauroguadine,RxNorm Extension
Lambertia Formosa,RxNorm Extension
Lac Equinum,RxNorm Extension
Marmota,RxNorm Extension
Magnolia,RxNorm Extension
Lycopus Europaeus,RxNorm Extension
Mandelonitrile,RxNorm Extension
Lymphatic Glands,RxNorm Extension
Mannityl Hexanitrate,RxNorm Extension
Macropidia Fuliginosa,RxNorm Extension
Lorcainide,RxNorm Extension
Luesinum Nosode,RxNorm Extension
Lucilia Sericata,RxNorm Extension
Methylpentynol,RxNorm Extension
Methylthiouracil,RxNorm Extension
Metixene,RxNorm Extension
Methiomeprazine,RxNorm Extension
Methocidin,RxNorm Extension
Metofenazate,RxNorm Extension
Metamfepramone,RxNorm Extension
Metamizil,RxNorm Extension
Mercurous Oxide,RxNorm Extension
Mebutizide,RxNorm Extension
Melagatran,RxNorm Extension
Menglytate,RxNorm Extension
Mesocarb,RxNorm Extension
Mesotocin,RxNorm Extension
Mecloxamine,RxNorm Extension
Medicinal Soap,RxNorm Extension
Mazipredone,RxNorm Extension
Meproscillarin,RxNorm Extension
Medrylamine,RxNorm Extension
Moperone,RxNorm Extension
Mopidamol,RxNorm Extension
Lactobacillus Lactis,RxNorm Extension
Musk,RxNorm Extension
Morsuximide,RxNorm Extension
Mucin,RxNorm Extension
Muzolimine,RxNorm Extension
Migalastat,RxNorm Extension
Mitopodozide,RxNorm Extension
Monalazone,RxNorm Extension
Mimosa Pudica,RxNorm Extension
Monoamine Oxidase,RxNorm Extension
Nitrofural,RxNorm Extension
Nicametate,RxNorm Extension
Nifenalol,RxNorm Extension
Nifurtoinol,RxNorm Extension
Nicotinoylprocaine,RxNorm Extension
Nitrefazole,RxNorm Extension
Narceine,RxNorm Extension
Nebacumab,RxNorm Extension
Nadide,RxNorm Extension
Nalorphine,RxNorm Extension
Myrtillocactus Geometrizans,RxNorm Extension
Neoarsphenamine,RxNorm Extension
N-(2-Diethylaminoethyl)Ephedrine,RxNorm Extension
N-(4-Bromobenzyl)-N'-Ethyl-N'-Methyl-N-(2-Pyridyl)Ethylenediamine,RxNorm Extension
Omnadin,RxNorm Extension
Ocrilate,RxNorm Extension
Octenidine,RxNorm Extension
Octotiamine,RxNorm Extension
Octoxinol,RxNorm Extension
Nontronite,RxNorm Extension
Noxiptiline,RxNorm Extension
Novantisolic Acid,RxNorm Extension
Nitrotetrazolium Hydroxide,RxNorm Extension
Nymphaea Violacea,RxNorm Extension
Panicum Miliaceum,RxNorm Extension
P-Arsanilic Acid,RxNorm Extension
P-Diisobutylphenoxy-Polyethoxyethanol,RxNorm Extension
Ononis Spinosa,RxNorm Extension
Onosma,RxNorm Extension
Oxabolone Cipionate,RxNorm Extension
Opuntia Robusta,RxNorm Extension
Oxalis Acetosella,RxNorm Extension
Oxalacetic Acid,RxNorm Extension
Opicapone,RxNorm Extension
Oxazolam,RxNorm Extension
Orazamide,RxNorm Extension
Piperaquine,RxNorm Extension
Pipofezine,RxNorm Extension
Poterium Spinosum,RxNorm Extension
Phosphorylaminoethyl Ester,RxNorm Extension
Phthalic Acid Monobenzyl Ester,RxNorm Extension
Physeter Macrocephalus,RxNorm Extension
Pleurotus Ostreatus,RxNorm Extension
Piridoxilate,RxNorm Extension
Piritramide,RxNorm Extension
Picrorrhiza Kurroa,RxNorm Extension
Piromidic Acid,RxNorm Extension
Phanquinone,RxNorm Extension
Pirprofen,RxNorm Extension
Pitofenone,RxNorm Extension
Pitolisant,RxNorm Extension
Poly(Carboxymethylglucose Sulphate),RxNorm Extension
Polygala Amara,RxNorm Extension
Polyhexamethyleneguanidine,RxNorm Extension
Polyketone,RxNorm Extension
Polymethyl Methacrylate,RxNorm Extension
Polysaccharide K,RxNorm Extension
Phenamacide,RxNorm Extension
Phenprobamate,RxNorm Extension
Phenyldimeticone,RxNorm Extension
Phenylmethylsilicon,RxNorm Extension
Phenylpyruvic Acid,RxNorm Extension
Pasiniazid,RxNorm Extension
Pentachlorophenol,RxNorm Extension
Paraflutizide,RxNorm Extension
Peruvoside,RxNorm Extension
Peat,RxNorm Extension
Pecilocin,RxNorm Extension
Pentorex,RxNorm Extension
Parmelia Perlata,RxNorm Extension
Penflutizide,RxNorm Extension
Pengitoxin,RxNorm Extension
Perflunafen,RxNorm Extension
Prunus Padus,RxNorm Extension
Prolonium Iodide,RxNorm Extension
Pseudoecgonine Isopropyl Ester Benzoate,RxNorm Extension
Pronilide,RxNorm Extension
Psorinum,RxNorm Extension
Pyrazinobutazone,RxNorm Extension
Pyrithyldione,RxNorm Extension
Propallylonal,RxNorm Extension
Pyrrolidineaceto-2-Chloro-6-Methylanilide,RxNorm Extension
Propipocaine,RxNorm Extension
"Propoxyphene 1-Carboxymethyl-3,7-Dimethylxanthine",RxNorm Extension
Protheobromine,RxNorm Extension
Protokylol,RxNorm Extension
Proquazone,RxNorm Extension
Procyanidin,RxNorm Extension
Prenoxdiazine,RxNorm Extension
Rhodiola Rosea,RxNorm Extension
Rhodizonic Acid,RxNorm Extension
Ribes Grossularia,RxNorm Extension
Resorcylic Acid,RxNorm Extension
Quinisocaine,RxNorm Extension
Quercus Infectoria,RxNorm Extension
Safinamide,RxNorm Extension
Romijia Ferruginea,RxNorm Extension
Salacetamide,RxNorm Extension
Salverine,RxNorm Extension
Rumex Patienta,RxNorm Extension
Rimazolium,RxNorm Extension
Silver.Albumin.Acetyltannin,RxNorm Extension
Serum,RxNorm Extension
Simarouba Cedron,RxNorm Extension
Simaruba Amara,RxNorm Extension
Shilajit,RxNorm Extension
Sideritis Scardica,RxNorm Extension
Silicone Oil,RxNorm Extension
Scopolia Japonica,RxNorm Extension
Sarpagine,RxNorm Extension
Scabiosa,RxNorm Extension
Sequoia Gigantea,RxNorm Extension
Suloctidil,RxNorm Extension
Streptococcus,RxNorm Extension
Strobilanthes Crispus,RxNorm Extension
Strychnic Acid,RxNorm Extension
Strychnine N-Oxide,RxNorm Extension
Succisa Pratensis,RxNorm Extension
Sulbentine,RxNorm Extension
Suleparoid,RxNorm Extension
Sulfacarbamide,RxNorm Extension
Sulfaclomide,RxNorm Extension
Sulfadicramide,RxNorm Extension
Sulfaguanole,RxNorm Extension
Sulfametoxydiazine,RxNorm Extension
Sulfaperin,RxNorm Extension
Sulfaphenazole,RxNorm Extension
Sulfaproxyline,RxNorm Extension
Sulfasomidine,RxNorm Extension
Sulfatolamide,RxNorm Extension
Sulforaphane,RxNorm Extension
Sulforidazine,RxNorm Extension
Quercus Petraea,RxNorm Extension
Sodium Ichtosylate,RxNorm Extension
Solidago Serotina,RxNorm Extension
Solum Uliginosum,RxNorm Extension
Spinal Column,RxNorm Extension
Smilax Aspera,RxNorm Extension
Smilax Glabra,RxNorm Extension
Smilax Officinalis,RxNorm Extension
Snake Venom,RxNorm Extension
Thioloxydase,RxNorm Extension
Thebacon,RxNorm Extension
Thromboplastin,RxNorm Extension
Thymolarsinic Acid,RxNorm Extension
Tetrachlorodecaoxide,RxNorm Extension
Tetrachloroethylene,RxNorm Extension
Thiazinamium,RxNorm Extension
Terra,RxNorm Extension
Talastine,RxNorm Extension
Talpa Europa,RxNorm Extension
Triperiden,RxNorm Extension
Triphenylstibine Sulfide,RxNorm Extension
Tris(Hydroxymethyl)Rutoside,RxNorm Extension
Triaziquone,RxNorm Extension
Tributylstannous Benzoic Acid,RxNorm Extension
Trichloroethylene,RxNorm Extension
Trolnitrate,RxNorm Extension
Trimazosin,RxNorm Extension
Trimecaine,RxNorm Extension
Trimetozine,RxNorm Extension
Transfer Factor,RxNorm Extension
Treponema Microdentum,RxNorm Extension
Toliprolol,RxNorm Extension
Tolpropamine,RxNorm Extension
Tolycaine,RxNorm Extension
Tiamenidine,RxNorm Extension
Tiocarlide,RxNorm Extension
Tioxolone,RxNorm Extension
Tiracizine,RxNorm Extension
Tienilic Acid,RxNorm Extension
Vaccine (Unspecified),RxNorm Extension
"Vaccine, Bronchitis",RxNorm Extension
"Vaccine, Human Papillomavirus Type-6,11,16,18,31,33,45,52,58",RxNorm Extension
"Vaccine, Typh.-Paratyph.A & B",RxNorm Extension
Vaccinium Macrocarpon,RxNorm Extension
Valdetamide,RxNorm Extension
Valethamate,RxNorm Extension
Tyrosinase,RxNorm Extension
Uricase,RxNorm Extension
Undecylenamidopropyl Betaine,RxNorm Extension
Tuaminoheptane,RxNorm Extension
Ximelagatran,RxNorm Extension
Xantofyl,RxNorm Extension
White Beeswax,RxNorm Extension
Xenytropium Hydroxide,RxNorm Extension
Visnadine,RxNorm Extension
Vernakalant,RxNorm Extension
Veronica Beccabunga,RxNorm Extension
Vipera Russelli,RxNorm Extension
Zimeldine,RxNorm Extension
Zingerone,RxNorm Extension
Zorubicin,RxNorm Extension
Zantedeschia Aethiopica,RxNorm Extension
Xysmalobium Undulatum,RxNorm Extension
CALCIUM DL-ALPHA-HYDROXYMETHIONINATE,RxNorm Extension
"Boiron oscillococcinum, anas barbariae hepatis et cordis extractum, oscillococcinum, Homeopathic preparation",RxNorm Extension
Sinistrin,RxNorm Extension
Piperaquine tetraphosphate,RxNorm Extension
Influenzinum for homeopathic preparations,RxNorm Extension
Calcium alpha-ketovaline,RxNorm Extension
FERRIC FERRY,RxNorm Extension
Calcium alpha-Ketophenylalanine,RxNorm Extension
Oscillococcinum for homeopathic preparations,RxNorm Extension
2-Methoxyphenyl 2-Phenylbutyric Acid,RxNorm Extension
Ambazone,RxNorm Extension
2-Phenyl-5-Methylbenzoxazole,RxNorm Extension
Acanthus,RxNorm Extension
Alkyl-Di(Aminoethyl)Glycine,RxNorm Extension
Bicyclophenamine,RxNorm Extension
Benzyl Isothiocyanate,RxNorm Extension
Bifidobacterium Breve,RxNorm Extension
Bentiamine,RxNorm Extension
Benzododecinium,RxNorm Extension
Benzyl Phthalate,RxNorm Extension
Baricitinib,RxNorm Extension
Bassorin,RxNorm Extension
Butinoline,RxNorm Extension
Bismuth Oxyiodid,RxNorm Extension
Carcinoma Nosode,RxNorm Extension
Caroverine,RxNorm Extension
Cardamine Pratensis,RxNorm Extension
Carex Arenaria,RxNorm Extension
Centaurea Carthamoides,RxNorm Extension
Ethylhexylglycerol,RxNorm Extension
Geissospermum Vellosi,RxNorm Extension
Fritillaria Thunbergii,RxNorm Extension
Histapyrrodine,RxNorm Extension
Callitris Intratropica,RxNorm Extension
Centropnein,RxNorm Extension
Cresolsulfonic Acid,RxNorm Extension
Cycloquine,RxNorm Extension
Dihydroquercetin,RxNorm Extension
Hydroxymethylquinoxaline Dioxide,RxNorm Extension
Keluamid,RxNorm Extension
Lactobacillus Johnsonii,RxNorm Extension
Lactobacillus Salivarius,RxNorm Extension
Lactobacillus Vaginalis,RxNorm Extension
Menthoglycol,RxNorm Extension
Malonic Acid,RxNorm Extension
Palmitoylethanolamide,RxNorm Extension
"P-Ethoxy-N,N-Diethyl-A>-(B>-Methylphenethyl)Benzylamine",RxNorm Extension
Periploca Graeca,RxNorm Extension
Murraya Koenigii,RxNorm Extension
Poly(2-Ethoxyethyl Methacrylate),RxNorm Extension
Psoralea,RxNorm Extension
Polytrichum Commune,RxNorm Extension
Silver Sodium Hydrogen,RxNorm Extension
Salacia Reticulata,RxNorm Extension
Sulfanilic Acid,RxNorm Extension
Sulfurilase,RxNorm Extension
Sulfokinase,RxNorm Extension
Triphasia Trifoliata,RxNorm Extension
Withania Coagulens,RxNorm Extension
Talinum Paniculatum,RxNorm Extension
Trifolium Arvense,RxNorm Extension
Macrogol cetostearyl ether 22,RxNorm Extension
Propyl undecenoate,RxNorm Extension
Methoxymethane,RxNorm Extension
Potassium glycerophosphate,RxNorm Extension
Fenchone,RxNorm Extension
Octafonium chloride,RxNorm Extension
Sodium potassium tartrate,RxNorm Extension
Hops powder,RxNorm Extension
Meadowsweet,RxNorm Extension
Clivers dry extract,RxNorm Extension
Boneset liquid extract,RxNorm Extension
Boldo dry extract,RxNorm Extension
Lungwort liquid extract,RxNorm Extension
Silver carbonate,RxNorm Extension
Bicarbonate,RxNorm Extension
Liquid sugar demineralised,RxNorm Extension
Sweet birch oil,RxNorm Extension
Abietis oil,RxNorm Extension
Homeopathic dulcamara,RxNorm Extension
poly(laurylglucoside)-7,RxNorm
cyclomethicone 7,RxNorm
"2,10,15,19,23-pentahydrosqualene",RxNorm
cupric triethanolamine,RxNorm
trisodium sulfosuccinate,RxNorm
hexafluorosilicate,RxNorm
grapiprant,RxNorm
polyquaternium-5,RxNorm
C12-13 ALCOHOLS,RxNorm
lithium phosphate,RxNorm
acid red 1,RxNorm
Quercus rubra whole extract,RxNorm
POLYGLYCERYL-4 STEARATE,RxNorm
BRASSICA NAPUS SUBSP. NAPUS EXTRACT,RxNorm
zedoary oil,RxNorm
Illicium anisatum whole extract,RxNorm
Rhododendron ferrugineum leaf extract,RxNorm
PEG-20 sorbitan stearate,RxNorm
polygalacturonate,RxNorm
pigment green 7,RxNorm
plecanatide,RxNorm
ribociclib,RxNorm
valbenazine,RxNorm
niraparib,RxNorm
Ginkgo biloba root extract,RxNorm
GLYCERYL ROSINATE,RxNorm
delafloxacin,RxNorm
betrixaban,RxNorm
C11-15 pareth-40,RxNorm
Elsholtzia ciliata whole extract,RxNorm
Astragalus chinensis seed extract,RxNorm
Ligusticum lucidum whole extract,RxNorm
Ligustrum lucidum whole extract,RxNorm
Lycium chinense whole extract,RxNorm
Sepia officinalis whole extract,RxNorm
nusinersen,RxNorm
olive oil decyl esters,RxNorm
PEG-40 soy sterol,RxNorm
Xanthoxylum clava-herculus bark extract,RxNorm
Xanthoxylum clava-herculus whole extract,RxNorm
Opuntia cochenillifera fruit extract,RxNorm
Torreya nucifera seed oil,RxNorm
yellow OB,RxNorm
pyrazon,RxNorm
Garcinia mangostana bark extract,RxNorm
Lippia citrodora flower extract,RxNorm
Pinctada margaritifera shell extract,RxNorm
cadmium bromide,RxNorm
carboxymethyl fragment,RxNorm
Uncaria tomentosa whole extract,RxNorm
zinc succinate,RxNorm
Iris versicolor whole extract,RxNorm
Saussurea involucrata whole extract,RxNorm
metaclazepam,RxNorm
metavanadate,RxNorm
cerivastatin,RxNorm
steareth-10 phosphate,RxNorm
1-(4-hydroxy-3-methoxyphenyl)-decan-3-one,RxNorm
Acacia concinna fruit extract,RxNorm
Hedychium spicatum root extract,RxNorm
Umbellularia californica leaf extract,RxNorm
Pinus pinaster seed oil,RxNorm
Equisetum arvense stem oil,RxNorm
Moringa oleifera leaf oil,RxNorm
Smilax ornata root extract,RxNorm
Liatris spicata root extract,RxNorm
Acer negundo root bark extract,RxNorm
trimethoxybenzylidene pentanedione,RxNorm
Northern quahog preparation,RxNorm
mango bark extract,RxNorm
Aconitum carmichaelii lateral root extract,RxNorm
Cervus elaphus horn preparation,RxNorm
avelumab,RxNorm
Carpesium abrotanoides fruit extract,RxNorm
Rubus chamaemorus whole extract,RxNorm
Impatiens balsamina whole extract,RxNorm
pentapeptide-31,RxNorm
Tilia tomentosa bud extract,RxNorm
POLYISOBUTYLENE (55000 MW),RxNorm
Alyssoides utriculata extract,RxNorm
laureth-11,RxNorm
dipentaerythrityl tetrahydroxystearate/tetraisostearate,RxNorm
riboflavin 5'-phosphate,RxNorm
Cephalosporium roseum extract,RxNorm
oxantel,RxNorm
DISODIUM LAURETH-12 SULFOSUCCINATE,RxNorm
methyl cocoate,RxNorm
Pueraria candollei var. mirifica root extract,RxNorm
etelcalcetide,RxNorm
mockernut extract,RxNorm
pine nut extract,RxNorm
POLYETHYLENE GLYCOL 250,RxNorm
CITRUS SINENSIS SEED OIL,RxNorm
ISODECYL SALICYLATE,RxNorm
LOW-SUBSTITUTED HYDROXYPROPYL CELLULOSE (11% HYDROXYPROPYL; 130000 MW),RxNorm
LOW-SUBSTITUTED HYDROXYPROPYL CELLULOSE (8% HYDROXYPROPYL: 140000 MW),RxNorm
SYNTHETIC WAX (2900 MW),RxNorm
O-PHENANTHROLINE,RxNorm
Trapa bicornis seed extract,RxNorm
LOPHATHERUM GRACILE TOP EXTRACT,RxNorm
Coriaria ruscifolia fruit extract,RxNorm
sodium o-phenylphenate,RxNorm
Rehmannia elata root extract,RxNorm
Paeonia obovata root extract,RxNorm
POLYESTER-5 (TG-38),RxNorm
Vitis vinifera root oil,RxNorm
crisaborole,RxNorm
Arctium lappa root oil,RxNorm
asperagenin,RxNorm
hydrogen dimethicone (20 CST),RxNorm
phytosteryl macadamiate,RxNorm
"PENTAERYTHRITOL 3,5-DI-TERT-BUTYL-4-HYDROXYHYDROCINNAMATE",RxNorm
polyamide-3 (30000 MW),RxNorm
phytonadiol tetrasodium diphosphate,RxNorm
rhamnose,RxNorm
"1,1,3-TRI(3-TERT-BUTYL-4-HYDROXY-6-METHYLPHENYL)BUTANE",RxNorm
pigment red 1,RxNorm
pigment red 7,RxNorm
pigment yellow 1,RxNorm
brodalumab,RxNorm
Phaseolus vulgaris whole extract,RxNorm
Withania somnifera whole extract,RxNorm
ocrelizumab,RxNorm
dupilumab,RxNorm
Amomum villosum seed extract,RxNorm
Myrothamnus flabellifolia whole extract,RxNorm
macelignan,RxNorm
telotristat,RxNorm
telotristat ethyl,RxNorm
alfatradiol,RxNorm
fumagillin,RxNorm
Vaccinium myrtillus anthocyanosides extract,RxNorm
"alpha-glycerophosphorylethanolamine, (R)-",RxNorm
Buxus sempervirens leafy twig extract,RxNorm
oxothiazolidinecarboxylic acid,RxNorm
Limonia acidissima bark extract,RxNorm
sweet cherry seed oil,RxNorm
gelatin type B bovine (200 bloom),RxNorm
Pisum sativum whole extract,RxNorm
Tripleurospermum inodorum whole extract,RxNorm
Dipsacus fullonum root extract,RxNorm
Eucommia ulmoides leaf extract,RxNorm
Cyathea medullaris leaf extract,RxNorm
"erythrulose, D-",RxNorm
Ranunculus sceleratus extract,RxNorm
methoxypropylgluconamide,RxNorm
Convolvulus arvensis extract,RxNorm
Populus alba bark extract,RxNorm
Taxus baccata whole extract,RxNorm
naldemedine,RxNorm
perfluorodimethylcyclohexane,RxNorm
polyglyceryl-10 pentastearate,RxNorm
deacetylbisacodyl,RxNorm
silanamine,RxNorm
"2H-TRICOSAFLUORO-5,8,11,14-TETRAKIS(TRIFLUOROMETHYL)-3,6,9,12,15-PENTAOXAOCTADECANE",RxNorm
POLYHYDROXYSTEARIC ACID,RxNorm
Oat straw extract,RxNorm
Vachellia farnesiana whole extract,RxNorm
lexidronam,RxNorm
myristyl malate phosphonic acid,RxNorm
"1,2-dipalmitoylphosphatidylcholine",RxNorm
PEG-4 hydrogenated castor oil,RxNorm
Cedrus atlantica wood oil,RxNorm
deutetrabenazine,RxNorm
guselkumab,RxNorm
Oxalis stricta whole extract,RxNorm
Red king crab preparation,RxNorm
Monobasic Sodium Phosphate Monohydrate,RxNorm Extension
Bordetella Pertussis Filamentous Haemagglutinin Antigen,RxNorm Extension
Bordetella Pertussis Fimbriae Serotype 2 And 3 Antigen,RxNorm Extension
PALMITOYL SH-TRIPEPTIDE-4 AMIDE,RxNorm
PALMITOYL TRIPEPTIDE-53 AMIDE,RxNorm
PALMITOYL TRIPEPTIDE-54 AMIDE,RxNorm
Panax ginseng leaf extract,RxNorm
ACRYLATE/ISOBUTYL METHACRYLATE/N-TERT-OCTYLACRYLAMIDE COPOLYMER (75000 MW),RxNorm
biguanide,RxNorm
LOW-SUBSTITUTED HYDROXYPROPYL CELLULOSE (11% HYDROXYPROPYL; 120000 MW),RxNorm
Cryptomeria japonica leaf extract,RxNorm
midostaurin,RxNorm
2-hydroxyacetophenone,RxNorm
durvalumab,RxNorm
hydrogenated macadamia seed oil,RxNorm
liprotamase amylase,RxNorm
ricinoleth-40,RxNorm
acetyl farnesylcysteine,RxNorm
2-ketogluconate,RxNorm
"ethyl 2,4-decadienoate, (2E,4Z)-",RxNorm
abaloparatide,RxNorm
(p-hydroxyphenyl)dimethylsulfonium chloride,RxNorm
methyl salicylate 2-ethylbutyrate,RxNorm
manganese difluoride,RxNorm
Dipsacus fullonum whole extract,RxNorm
brigatinib,RxNorm
"9-OCTADECENAMIDE, N-(2-HYDROXY-1-(HYDROXYMETHYL)HEPTADECYL)-, (9Z)-",RxNorm
Vanilla planifolia whole extract,RxNorm
isolaureth-10,RxNorm
Glycidyl methacrylate,RxNorm
fenamiphos,RxNorm
"ETHYL MENTHANE CARBOXAMIDE, 1R,3R,4S",RxNorm
CAPRYLOYL GLYCERIN/SEBACIC ACID COPOLYMER (2000 MPA.S),RxNorm
RHIZOBIAN GUM,RxNorm
Scolopendra subspinipes preparation,RxNorm
ditch stonecroft extract,RxNorm
